time_ms,mode,left_target,right_target,left_mmps,right_mmps,left_pwm,right_pwm,left_error,right_error,count_diff,line_error,line_mask,line_valid,yaw_x10,corner_count,square_state,turn_travel_mm
7937,SQUARE,147,93,130,104,0,0,0,0,0,0,62,0,-55,0,0,0
8937,SQUARE,145,55,69,43,0,0,0,0,0,6,48,1,-4,1,0,89
8957,SQUARE,136,104,69,2,0,0,0,0,0,6,48,1,-13,1,0,89
8977,SQUARE,152,88,69,11,0,0,0,0,0,6,48,1,-21,1,0,89
8997,SQUARE,167,73,69,11,0,0,0,0,0,6,48,1,-29,1,0,89
9017,SQUARE,167,73,69,55,0,0,0,0,0,6,48,1,-35,1,0,89
9037,SQUARE,167,73,113,46,0,0,0,0,0,6,48,1,-35,1,0,89
9057,SQUARE,167,73,104,57,0,0,0,0,0,6,48,1,-44,1,0,89
9077,SQUARE,167,73,60,57,0,0,0,0,0,6,48,1,-49,1,0,89
9097,SQUARE,167,73,69,57,0,0,0,0,0,6,48,1,-54,1,0,89
9117,SQUARE,167,73,113,14,0,0,0,0,0,6,48,1,-59,1,0,89
9137,SQUARE,167,73,104,98,0,0,0,0,0,6,48,1,-64,1,0,89
9157,SQUARE,167,73,71,60,0,0,0,0,0,6,48,1,-68,1,0,89
9177,SQUARE,167,73,113,58,0,0,0,0,0,6,48,1,-73,1,0,89
9197,SQUARE,147,93,104,101,0,0,0,0,0,2,16,1,-78,1,0,89
9217,SQUARE,132,108,115,60,0,0,0,0,0,2,16,1,-82,1,0,89
9237,SQUARE,132,108,115,69,0,0,0,0,0,2,16,1,-86,1,0,89
9257,SQUARE,132,108,105,69,0,0,0,0,0,2,16,1,-89,1,0,89
9277,SQUARE,132,108,82,113,0,0,0,0,0,2,16,1,-94,1,0,89
9297,SQUARE,122,118,113,104,0,0,0,0,0,0,24,1,-96,1,0,89
9317,SQUARE,120,120,115,115,0,0,0,0,0,0,24,1,-98,1,0,89
9337,SQUARE,120,120,126,115,0,0,0,0,0,0,24,1,-100,1,0,89
9357,SQUARE,120,120,73,115,0,0,0,0,0,0,24,1,-102,1,0,89
9377,SQUARE,120,120,124,72,0,0,0,0,0,0,24,1,-104,1,0,89
9397,SQUARE,120,120,116,113,0,0,0,0,0,0,24,1,-106,1,0,89
9417,SQUARE,120,120,116,115,0,0,0,0,0,0,24,1,-108,1,0,89
9437,SQUARE,120,120,159,115,0,0,0,0,0,0,24,1,-111,1,0,89
9457,SQUARE,120,120,118,159,0,0,0,0,0,0,24,1,-113,1,0,89
9477,SQUARE,108,132,127,118,0,0,0,0,0,-2,8,1,-114,1,0,89
9497,SQUARE,108,132,116,116,0,0,0,0,0,-2,8,1,-117,1,0,89
9517,SQUARE,108,132,159,126,0,0,0,0,0,-2,8,1,-118,1,0,89
9537,SQUARE,108,132,118,116,0,0,0,0,0,-2,8,1,-120,1,0,89
9557,SQUARE,92,148,127,159,0,0,0,0,0,-6,12,1,-121,1,0,89
9577,SQUARE,76,164,160,118,0,0,0,0,0,-6,12,1,-123,1,0,89
9597,SQUARE,73,167,118,127,0,0,0,0,0,-6,12,1,-124,1,0,89
9617,SQUARE,73,167,159,127,0,0,0,0,0,-6,12,1,-124,1,0,89
9637,SQUARE,73,167,118,160,0,0,0,0,0,-6,12,1,-125,1,0,89
9657,SQUARE,73,167,127,162,0,0,0,0,0,-6,12,1,-126,1,0,89
9677,SQUARE,73,167,116,162,0,0,0,0,0,-6,12,1,-126,1,0,89
9697,SQUARE,57,171,126,162,0,0,0,0,0,-11,4,1,-126,1,0,89
9717,SQUARE,57,171,116,129,0,0,0,0,0,-11,4,1,-125,1,0,89
9737,SQUARE,57,171,116,171,0,0,0,0,0,-11,4,1,-124,1,0,89
9757,SQUARE,57,171,116,130,0,0,0,0,0,-11,4,1,-123,1,0,89
9777,SQUARE,57,171,116,171,0,0,0,0,0,-11,4,1,-121,1,0,89
9797,SQUARE,57,171,116,173,0,0,0,0,0,-11,4,1,-120,1,0,89
9817,SQUARE,57,171,116,163,0,0,0,0,0,-11,4,1,-118,1,0,89
9837,SQUARE,57,171,116,173,0,0,0,0,0,-11,4,1,-116,1,0,89
9857,SQUARE,57,171,116,163,0,0,0,0,0,-11,4,1,-115,1,0,89
9877,SQUARE,57,171,72,173,0,0,0,0,0,-11,4,1,-113,1,0,89
9897,SQUARE,57,171,113,173,0,0,0,0,0,-11,4,1,-111,1,0,89
9917,SQUARE,57,171,72,130,0,0,0,0,0,-11,4,1,-109,1,0,89
9937,SQUARE,57,171,113,171,0,0,0,0,0,-11,4,1,-106,1,0,89
9957,SQUARE,57,171,72,173,0,0,0,0,0,-11,4,1,-104,1,0,89
9977,SQUARE,57,171,69,173,0,0,0,0,0,-11,4,1,-102,1,0,89
9997,SQUARE,57,171,102,163,0,0,0,0,0,-11,4,1,-99,1,0,89
10017,SQUARE,57,171,104,173,0,0,0,0,0,-11,4,1,-97,1,0,89
10037,SQUARE,57,171,104,130,0,0,0,0,0,-11,4,1,-95,1,0,89
10057,SQUARE,57,171,60,171,0,0,0,0,0,-11,4,1,-92,1,0,89
10077,SQUARE,57,171,58,130,0,0,0,0,0,-11,4,1,-89,1,0,89
10097,SQUARE,57,171,68,171,0,0,0,0,0,-11,4,1,-86,1,0,89
