time_ms,valid,cx,cy,error_x,error_y,area,command_x_rpm,command_y_rpm,frame_ms
52648,1,260,111,20,-49,28786,7.47,0.0,28
52754,1,288,109,48,-51,29919,1.83,0.0,21
52864,1,287,109,47,-51,29988,-6.08,0.0,16
52976,1,268,110,28,-50,29057,-3.75,0.0,19
53081,1,253,111,13,-49,28774,-1.0,0.0,38
53181,1,247,111,7,-49,28626,-1.0,0.0,33
53281,1,242,111,2,-49,28589,-1.0,0.0,28
53381,1,238,111,-2,-49,28504,-6.81,0.0,33
53495,1,230,111,-10,-49,28402,-10.34,0.0,31
53614,1,202,110,-38,-50,28231,-4.77,0.0,19
53747,1,183,109,-57,-51,28462,-1.47,0.0,23
53847,1,178,108,-62,-52,28666,9.68,0.0,32
53947,1,213,111,-27,-49,27985,8.26,0.0,15
54047,1,246,111,6,-49,28536,0.91,0.0,35
54147,1,248,110,8,-50,28773,-1.0,0.0,15
54247,1,244,111,4,-49,28674,1.41,0.0,18
54358,1,243,111,3,-49,28514,2.7,0.0,16
54480,1,254,111,14,-49,28787,0.35,0.0,34
54580,1,255,110,15,-50,28801,-1.14,0.0,33
54680,1,251,111,11,-49,28787,1.01,0.0,25
54782,1,253,111,13,-49,28787,1.53,0.0,16
54896,1,259,110,19,-50,29107,0.0,0.0,16
55013,1,259,111,19,-49,28966,1.0,0.0,37
55119,1,262,110,22,-50,29107,1.11,0.0,17
55229,1,266,110,26,-50,29192,1.23,0.0,16
55347,1,270,110,30,-50,29293,1.34,0.0,18
55482,1,274,110,34,-50,29400,1.45,0.0,29
55586,1,278,110,38,-50,29528,1.61,0.0,21
55700,1,280,109,40,-51,29625,1.85,0.0,18
55814,1,279,110,39,-50,29580,-5.77,0.0,36
55929,1,255,110,15,-50,28751,-3.39,0.0,28
56046,1,242,111,2,-49,28589,-0.01,0.0,20
56147,1,241,111,1,-49,28589,-1.22,0.0,47
56279,1,234,111,-6,-49,28470,1.0,0.0,36
56379,1,231,111,-9,-49,28485,1.0,0.0,39
56480,1,234,111,-6,-49,28470,-0.74,0.0,33
56596,1,231,111,-9,-49,28485,-1.45,0.0,18
56700,1,225,111,-15,-49,28469,-0.16,0.0,19
56814,1,226,111,-14,-49,28453,-1.94,0.0,21
56920,1,222,111,-18,-49,28422,-1.27,0.0,16
57046,1,222,111,-18,-49,28486,-1.89,0.0,33
57180,1,223,111,-17,-49,28373,-2.74,0.0,29
57287,1,208,110,-32,-50,28322,-1.0,0.0,16
57395,1,207,110,-33,-50,28405,-1.13,0.0,34
57499,1,199,110,-41,-50,28416,-1.47,0.0,32
57612,1,196,110,-44,-50,28502,1.0,0.0,17
57712,1,200,110,-40,-50,28307,-2.27,0.0,27
57812,1,194,109,-46,-51,28473,6.58,0.0,34
57912,1,222,111,-18,-49,28227,3.49,0.0,15
58017,1,233,111,-7,-49,28503,1.0,0.0,18
58146,1,237,110,-3,-50,28504,1.48,0.0,17
58261,1,244,110,4,-50,28598,0.96,0.0,30
58372,1,245,110,5,-50,28576,-1.0,0.0,20
58512,1,245,111,5,-49,28660,-1.0,0.0,21
58612,1,241,111,1,-49,28602,-1.0,0.0,33
58712,1,237,111,-3,-49,28490,0.0,0.0,13
58812,1,239,111,-1,-49,28588,0.0,0.0,24
58912,1,237,111,-3,-49,28490,0.0,0.0,11
59014,1,238,111,-2,-49,28525,12.0,0.0,19
59117,1,256,111,16,-49,28595,5.69,0.0,16
59245,1,282,109,42,-51,29683,1.0,0.0,35
59345,1,283,109,43,-51,29781,1.5,0.0,32
59445,1,279,109,39,-51,29554,-9.74,0.0,38
59547,1,240,111,0,-49,20245,-1.28,0.0,17
59661,1,234,111,-6,-49,28470,1.0,0.0,15
59778,1,238,111,-2,-49,28490,1.0,0.0,17
59882,1,240,111,0,-49,28504,-10.73,0.0,16
59994,1,224,111,-16,-49,28339,-5.9,0.0,18
60111,1,214,110,-26,-50,28098,-2.28,0.0,16
60212,1,203,109,-37,-51,28292,-2.76,0.0,38
60345,1,190,110,-50,-50,28416,10.95,0.0,36
60478,1,238,110,-2,-50,28384,2.9,0.0,33
60580,1,252,110,12,-50,28774,-2.75,0.0,15
60711,1,241,111,1,-49,28505,-1.0,0.0,25
60811,1,238,111,-2,-49,28490,1.7,0.0,33
60912,1,245,111,5,-49,28514,1.07,0.0,35
61029,1,250,111,10,-49,28759,0.0,0.0,11
61144,1,247,110,7,-50,28773,0.0,0.0,48
61245,1,244,111,4,-49,28612,3.28,0.0,34
61377,1,258,110,18,-50,28906,1.0,0.0,28
61477,1,261,110,21,-50,28980,-0.26,0.0,33
61579,1,261,110,21,-50,28880,1.46,0.0,34
61685,1,265,111,25,-49,29140,1.32,0.0,17
61803,1,270,110,30,-50,29251,1.4,0.0,17
61911,1,273,110,33,-50,29342,0.86,0.0,17
62011,1,277,109,37,-51,29533,1.5,0.0,28
62131,1,280,109,40,-51,29683,1.56,0.0,38
62247,1,280,109,40,-51,29683,-2.1,0.0,16
62362,1,264,109,24,-51,20750,-4.31,0.0,19
62477,1,246,112,6,-48,28711,-1.0,0.0,49
62577,1,244,110,4,-50,28576,-1.36,0.0,33
62677,1,238,111,-2,-49,28470,-0.6,0.0,15
62777,1,235,111,-5,-49,28455,1.0,0.0,22
62881,1,237,111,-3,-49,28490,-3.51,0.0,16
63010,1,227,111,-13,-49,28452,-2.24,0.0,36
63110,1,223,110,-17,-50,28341,1.0,0.0,34
63210,1,226,111,-14,-49,28388,-1.54,0.0,33
63310,1,226,111,-14,-49,28371,-2.9,0.0,34
63413,1,216,111,-24,-49,28362,0.35,0.0,11
63543,1,217,111,-23,-49,28362,-1.77,0.0,15
63643,1,210,110,-30,-50,28256,-1.38,0.0,36
63790,1,206,110,-34,-50,28259,1.0,0.0,15
63898,1,210,110,-30,-50,28326,-2.45,0.0,17
64010,1,203,109,-37,-51,28320,-1.12,0.0,39
64110,1,198,109,-42,-51,28330,0.54,0.0,17
64217,1,199,110,-41,-50,28347,-2.02,0.0,14
64332,1,197,109,-43,-51,28347,8.87,0.0,18
64443,1,230,110,-10,-50,28390,2.73,0.0,45
64544,1,238,110,-2,-50,28685,1.0,0.0,18
64644,1,240,110,0,-50,28491,0.23,0.0,12
64759,1,241,110,1,-50,28574,1.62,0.0,20
64864,1,247,110,7,-50,28785,-1.33,0.0,18
64977,1,246,110,6,-50,28699,-1.0,0.0,32
65109,1,242,110,2,-50,28687,-1.0,0.0,41
65215,1,239,110,-1,-50,28491,0.0,0.0,26
65325,1,240,110,0,-50,28491,0.0,0.0,24
65442,1,239,111,-1,-49,28588,0.0,0.0,11
65542,1,239,110,-1,-50,28491,12.0,0.0,34
65643,1,256,111,16,-49,28781,12.0,0.0,33
65758,1,292,108,52,-52,30111,1.05,0.0,27
65864,1,292,108,52,-52,30192,1.0,0.0,19
65976,1,282,107,42,-53,29617,-12.0,0.0,35
66076,1,238,111,-2,-49,28347,-2.73,0.0,33
66176,1,224,111,-16,-49,28388,4.16,0.0,33
66277,1,243,111,3,-49,28548,1.0,0.0,16
66382,1,243,110,3,-50,28553,-11.33,0.0,17
66509,1,225,111,-15,-49,28323,-12.0,0.0,38
66609,1,207,108,-33,-52,28131,-4.92,0.0,33
66709,1,181,107,-59,-53,28659,1.88,0.0,17
66817,1,186,109,-54,-51,28610,12.0,0.0,13
66925,1,228,111,-12,-49,28100,2.6,0.0,18
67042,1,246,110,6,-50,28773,-2.7,0.0,31
67142,1,238,111,-2,-49,28533,-2.01,0.0,35
67242,1,228,111,-12,-49,28371,2.26,0.0,33
67343,1,233,112,-7,-48,28406,2.57,0.0,22
67467,1,245,111,5,-49,28612,-0.76,0.0,19
67608,1,245,111,5,-49,28697,2.24,0.0,15
67711,1,254,111,14,-49,28887,0.0,0.0,35
67842,1,255,111,15,-49,28887,0.0,0.0,26
67975,1,255,110,15,-50,28801,1.64,0.0,38
68079,1,262,110,22,-50,29007,1.0,0.0,16
68193,1,264,110,24,-50,29107,1.04,0.0,18
68308,1,268,111,28,-49,29293,1.12,0.0,50
68408,1,271,110,31,-50,29336,0.88,0.0,34
68510,1,275,110,35,-50,29483,0.87,0.0,13
68624,1,278,110,38,-50,29630,0.96,0.0,18
68741,1,281,109,41,-51,29728,0.87,0.0,46
68841,1,281,109,41,-51,29683,-8.23,0.0,33
68941,1,258,110,18,-50,28827,-6.42,0.0,38
69042,1,227,112,-13,-48,28386,1.61,0.0,33
69159,1,237,112,-3,-48,28364,1.0,0.0,22
69274,1,243,111,3,-49,28589,-2.48,0.0,17
69379,1,235,112,-5,-48,28587,1.73,0.0,18
69490,1,239,111,-1,-49,28504,-1.87,0.0,17
69607,1,236,111,-4,-49,28567,-2.01,0.0,28
69714,1,226,112,-14,-48,28371,0.6,0.0,16
69823,1,226,112,-14,-48,28485,-1.35,0.0,19
69941,1,226,112,-14,-48,28485,-2.16,0.0,16
70041,1,222,111,-18,-49,28341,-1.7,0.0,37
70190,1,219,111,-21,-49,28374,-1.07,0.0,16
70296,1,213,110,-27,-50,28351,-1.08,0.0,20
70409,1,209,110,-31,-50,28305,-1.0,0.0,14
70524,1,207,110,-33,-50,28326,-1.0,0.0,31
70640,1,201,110,-39,-50,28352,-1.02,0.0,45
70741,1,199,110,-41,-50,28356,0.0,0.0,12
70856,1,199,110,-41,-50,28461,9.82,0.0,26
70974,1,238,111,-2,-49,28447,1.0,0.0,20
71074,1,242,111,2,-49,28589,-2.48,0.0,46
71174,1,233,111,-7,-49,28549,0.0,0.0,27
71307,1,232,112,-8,-48,28406,2.1,0.0,38
71409,1,242,111,2,-49,28709,-1.35,0.0,19
71522,1,242,111,2,-49,28673,0.0,0.0,20
71640,1,242,111,2,-49,28602,0.0,0.0,46
71740,1,241,111,1,-49,28686,0.0,0.0,12
71840,1,241,111,1,-49,28686,8.74,0.0,20
71940,1,245,112,5,-48,28635,12.0,0.0,23
72073,1,275,110,35,-50,29399,3.12,0.0,19
72173,1,287,109,47,-51,29976,1.0,0.0,34
72273,1,283,109,43,-51,29740,-7.53,0.0,39
72374,1,262,110,22,-50,20712,-5.63,0.0,16
72475,1,235,111,-5,-49,28504,2.95,0.0,16
72606,1,243,111,3,-49,28709,0.0,0.0,33
72706,1,247,111,7,-49,28761,-2.5,0.0,34
72808,1,235,111,-5,-49,28470,-12.0,0.0,17
72911,1,218,111,-22,-49,28329,-6.04,0.0,15
73029,1,206,110,-34,-50,28220,-3.17,0.0,17
73142,1,195,109,-45,-51,28404,-1.0,0.0,33
73257,1,208,111,-32,-49,28063,9.7,0.0,14
73373,1,244,111,4,-49,28536,1.0,0.0,38
73474,1,249,111,9,-49,28664,-4.17,0.0,33
73606,1,232,112,-8,-48,28387,1.83,0.0,32
73708,1,236,111,-4,-49,28447,2.38,0.0,16
73814,1,247,111,7,-49,28711,-1.42,0.0,16
73939,1,244,111,4,-49,28709,2.27,0.0,16
74039,1,250,112,10,-48,28723,1.93,0.0,34
74140,1,256,110,16,-50,28916,-0.39,0.0,30
74256,1,257,111,17,-49,28916,1.5,0.0,19
74361,1,259,111,19,-49,29076,0.0,0.0,21
74473,1,260,111,20,-49,29007,2.18,0.0,19
74605,1,269,110,29,-50,29293,-0.24,0.0,26
74705,1,269,110,29,-50,29293,0.0,0.0,15
74806,1,271,110,31,-50,29293,2.11,0.0,16
74911,1,279,110,39,-50,29612,-0.26,0.0,11
75022,1,277,110,37,-50,29586,1.86,0.0,17
75139,1,280,109,40,-51,29773,2.28,0.0,37
75239,1,280,109,40,-51,29656,-10.65,0.0,30
75339,1,243,111,3,-49,28399,-1.0,0.0,17
75472,1,238,111,-2,-49,28588,1.08,0.0,17
75572,1,243,111,3,-49,28673,-1.48,0.0,41
75672,1,241,112,1,-48,28553,0.0,0.0,13
75772,1,239,111,-1,-49,28589,-1.0,0.0,17
75872,1,236,111,-4,-49,28470,-1.1,0.0,17
75973,1,231,111,-9,-49,28567,0.0,0.0,18
76090,1,231,111,-9,-49,28485,-1.99,0.0,17
76205,1,226,111,-14,-49,28453,-1.56,0.0,39
76307,1,223,111,-17,-49,28356,-0.84,0.0,14
76448,1,223,111,-17,-49,28471,-2.07,0.0,16
76571,1,214,110,-26,-50,28351,-1.38,0.0,46
76671,1,209,110,-31,-50,28434,-0.3,0.0,38
76771,1,205,110,-35,-50,28426,-0.8,0.0,18
76873,1,200,110,-40,-50,28430,0.57,0.0,17
76974,1,201,110,-39,-50,28352,-2.56,0.0,15
77080,1,195,109,-45,-51,28430,0.59,0.0,17
77207,1,195,109,-45,-51,28475,6.33,0.0,37
77321,1,229,111,-11,-49,28036,2.96,0.0,13
77435,1,246,110,6,-50,28652,-4.03,0.0,26
77539,1,232,111,-8,-49,28582,1.18,0.0,33
77671,1,237,111,-3,-49,28523,1.71,0.0,32
77808,1,245,111,5,-49,28674,-2.46,0.0,53
77911,1,244,111,4,-49,28576,-1.0,0.0,16
78030,1,240,111,0,-49,28588,0.0,0.0,16
78146,1,241,110,1,-50,28491,0.0,0.0,11
78271,1,240,110,0,-50,28491,0.0,0.0,36
78373,1,240,111,0,-49,28610,12.0,0.0,15
78494,1,264,110,24,-50,28927,7.74,0.0,18
78604,1,291,108,51,-52,30180,1.0,0.0,15
78737,1,285,109,45,-51,29884,3.97,0.0,17
78837,1,283,108,43,-52,29650,-10.56,0.0,23
78937,1,243,111,3,-49,28448,-1.01,0.0,15
