time_ms,valid,cx,cy,error_x,error_y,area,command_x_rpm,command_y_rpm,frame_ms
56700,1,223,102,-17,-58,36624,0.0,0.0,138
56800,1,223,99,-17,-61,36406,0.0,0.0,14
56904,1,223,99,-17,-61,36406,0.0,0.0,16
57033,1,223,99,-17,-61,36624,0.0,0.0,49
57133,1,233,100,-7,-60,37107,5.0,0.0,13
57233,1,247,100,7,-60,38280,5.0,0.0,26
57333,1,264,99,24,-61,39960,0.0,0.0,34
57433,1,263,99,23,-61,39780,0.0,0.0,13
57537,1,263,99,23,-61,39780,0.0,0.0,14
57640,1,263,99,23,-61,39780,-5.0,0.0,13
57746,1,263,100,23,-60,39780,-5.0,0.0,16
57852,1,258,101,18,-59,39600,0.0,0.0,15
57966,1,250,101,10,-59,38544,0.0,0.0,34
58068,1,250,101,10,-59,38544,0.0,0.0,16
58266,1,249,101,9,-59,38720,0.0,0.0,24
58366,1,249,101,9,-59,38720,-2.0,0.0,26
58466,1,241,101,1,-59,37932,-1.0,0.0,35
58578,1,237,101,-3,-59,37714,1.0,0.0,20
58699,1,239,102,-1,-58,37714,0.0,0.0,31
58799,1,239,101,-1,-59,37887,0.0,0.0,14
58899,1,238,102,-2,-58,37714,0.0,0.0,14
59002,1,238,102,-2,-58,37714,0.0,0.0,16
59132,1,238,102,-2,-58,37714,8.22,0.0,34
59232,1,272,100,32,-60,40626,6.07,0.0,33
59332,1,298,98,58,-62,43776,-8.81,0.0,26
59433,1,275,100,35,-60,29792,-7.85,0.0,20
59533,1,237,102,-3,-58,37714,-1.0,0.0,17
59665,1,235,101,-5,-59,37496,1.0,0.0,20
59766,1,239,101,-1,-59,37932,0.0,0.0,30
59898,1,239,101,-1,-59,37887,0.0,0.0,27
59998,1,240,101,0,-59,37714,-7.88,0.0,37
60102,1,221,100,-19,-60,36406,-6.87,0.0,18
60215,1,190,100,-50,-60,35040,6.76,0.0,22
60320,1,196,100,-44,-60,35098,8.59,0.0,18
60423,1,233,101,-7,-59,37278,1.46,0.0,19
60532,1,241,101,1,-59,37887,0.0,0.0,35
60698,1,243,100,3,-60,38106,0.0,0.0,28
60801,1,244,101,4,-59,38325,-1.0,0.0,19
60913,1,240,100,0,-60,38106,0.0,0.0,22
61031,1,240,102,0,-58,37714,0.0,0.0,14
61132,1,239,101,-1,-59,37887,0.0,0.0,43
61246,1,241,101,1,-59,37714,0.0,0.0,26
61346,1,240,101,0,-59,37932,0.0,0.0,19
61465,1,241,101,1,-59,37714,0.0,0.0,16
61598,1,241,101,1,-59,37714,0.0,0.0,34
61698,1,240,102,0,-58,37714,8.01,0.0,44
61798,1,253,102,13,-58,38544,7.66,0.0,33
61900,1,288,99,48,-61,42300,-8.39,0.0,17
62003,1,275,98,35,-62,41584,-8.16,0.0,14
62107,1,232,102,-8,-58,37278,0.0,0.0,17
62219,1,234,101,-6,-59,37668,1.25,0.0,23
62331,1,239,101,-1,-59,37668,0.0,0.0,14
62431,1,242,101,2,-59,37887,0.0,0.0,34
62531,1,241,101,1,-59,38106,0.0,0.0,28
62631,1,240,101,0,-59,37714,-8.17,0.0,19
62832,1,207,101,-33,-59,35588,-3.05,0.0,18
62964,1,194,101,-46,-59,24960,12.0,0.0,31
63064,1,239,101,-1,-59,26838,3.51,0.0,25
63174,1,260,100,20,-60,39780,-3.69,0.0,24
63281,1,245,101,5,-59,38325,-1.64,0.0,28
63397,1,241,100,1,-60,37887,-1.0,0.0,18
63497,1,235,101,-5,-59,37496,1.0,0.0,43
63597,1,237,101,-3,-59,37496,1.0,0.0,30
63697,1,242,101,2,-59,37887,0.0,0.0,34
63797,1,242,100,2,-60,37887,0.0,0.0,34
63897,1,241,101,1,-59,37887,0.0,0.0,12
64001,1,241,100,1,-60,37887,0.0,0.0,15
64130,1,241,100,1,-60,37887,0.0,0.0,15
64230,1,241,100,1,-60,37887,0.0,0.0,33
64330,1,246,102,6,-58,38106,7.8,0.0,41
64430,1,275,100,35,-60,40626,3.81,0.0,33
64531,1,291,99,51,-61,42940,-12.0,0.0,27
64644,1,246,102,6,-58,27360,-3.86,0.0,24
64744,1,230,101,-10,-59,37278,2.43,0.0,19
64848,1,237,101,-3,-59,37668,1.11,0.0,19
64952,1,242,102,2,-58,37932,0.0,0.0,17
65112,1,242,101,2,-59,37887,0.0,0.0,35
65230,1,240,100,0,-60,37887,-8.43,0.0,19
65331,1,201,100,-39,-60,35371,-1.06,0.0,14
65444,1,204,102,-36,-58,35371,12.0,0.0,27
65565,1,255,101,15,-59,38586,2.37,0.0,34
65667,1,265,100,25,-60,40182,-6.23,0.0,18
65782,1,239,101,-1,-59,37714,-1.0,0.0,23
65900,1,233,102,-7,-58,37278,1.4,0.0,17
