time_ms,valid,cx,cy,error_x,error_y,area,command_x_rpm,command_y_rpm,frame_ms
23590,1,178,116,-62,-44,30901,0.0,0.0,14
24090,1,177,112,-63,-48,22011,0.0,0.0,11
24289,1,177,108,-63,-52,31181,0.0,0.0,147
24390,1,177,103,-63,-57,31159,0.0,0.0,33
24504,1,177,104,-63,-56,31366,0.0,0.0,18
24622,1,177,104,-63,-56,31267,5.0,0.0,26
24722,1,186,106,-54,-54,30905,5.0,0.0,12
24822,1,201,107,-39,-53,30912,0.0,0.0,11
24922,1,199,107,-41,-53,30837,0.0,0.0,34
25022,1,196,107,-44,-53,30919,0.0,0.0,13
25122,1,195,107,-45,-53,30994,0.0,0.0,11
25224,1,194,106,-46,-54,30862,-5.0,0.0,11
25329,1,173,106,-67,-54,31177,-5.0,0.0,18
25455,1,160,105,-80,-55,31539,0.0,0.0,34
25555,1,165,105,-75,-55,31587,0.0,0.0,13
25655,1,165,105,-75,-55,31458,0.0,0.0,14
25755,1,165,105,-75,-55,31471,0.0,0.0,12
25862,1,166,105,-74,-55,31341,16.0,0.0,16
25989,1,180,107,-60,-53,30915,16.0,0.0,40
26089,1,247,107,7,-53,22230,16.0,0.0,33
26205,1,292,102,52,-58,32779,-16.0,0.0,18
26312,1,253,104,13,-56,31209,-6.16,0.0,16
26423,1,233,105,-7,-55,31024,1.75,0.0,17
26537,1,236,106,-4,-54,31072,1.0,0.0,16
26637,1,240,105,0,-55,31224,0.0,0.0,18
26755,1,240,105,0,-55,31141,0.0,0.0,33
26855,1,240,105,0,-55,31141,0.0,0.0,14
26958,1,240,105,0,-55,31141,0.0,0.0,11
27065,1,240,105,0,-55,31141,0.0,0.0,18
27188,1,258,103,18,-57,22441,7.72,0.0,33
27288,1,284,102,44,-58,32138,3.2,0.0,26
27395,1,303,100,63,-60,33316,1.67,0.0,39
27505,1,300,99,60,-61,24047,-12.0,0.0,17
27621,1,251,104,11,-56,31209,-5.32,0.0,17
27721,1,227,104,-13,-56,30910,1.0,0.0,34
27824,1,227,104,-13,-56,31046,1.92,0.0,34
27954,1,238,105,-2,-55,31120,1.0,0.0,15
28061,1,241,105,1,-55,31141,-8.32,0.0,18
28180,1,208,105,-32,-55,30670,-4.76,0.0,18
28288,1,190,105,-50,-55,30900,-0.49,0.0,15
28388,1,191,105,-49,-55,30925,9.13,0.0,29
28489,1,231,105,-9,-55,30816,3.85,0.0,34
28605,1,245,106,5,-54,31346,-1.0,0.0,21
28715,1,241,106,1,-54,31122,0.0,0.0,17
28822,1,241,106,1,-54,31224,0.0,0.0,34
28954,1,241,106,1,-54,31038,0.0,0.0,33
29054,1,241,106,1,-54,31018,0.0,0.0,13
29158,1,240,107,0,-53,31038,0.0,0.0,12
