time_ms,mode,left_target,right_target,left_mmps,right_mmps,left_pwm,right_pwm,left_error,right_error,count_diff,line_error,line_mask,line_valid,yaw_x10,corner_count,square_state,turn_travel_mm
69825,SQUARE,222,338,229,333,116,161,-7,5,-1617,-6,12,1,73,15,0,72
69845,SQUARE,222,338,220,292,121,185,2,46,-1621,-6,12,1,73,15,0,72
69865,SQUARE,222,338,220,301,121,180,2,37,-1625,-6,12,1,73,15,0,72
69885,SQUARE,222,338,220,301,121,180,2,37,-1628,-6,12,1,73,15,0,72
69905,SQUARE,222,338,220,334,121,161,2,4,-1632,-6,12,1,73,15,0,72
69925,SQUARE,289,271,220,336,183,100,69,-65,-1636,-2,8,1,73,15,0,72
69945,SQUARE,266,294,220,292,161,145,46,2,-1639,-2,8,1,73,15,0,72
69965,SQUARE,266,294,231,246,155,171,35,48,-1641,-2,8,1,73,15,0,72
69985,SQUARE,266,294,231,330,155,124,35,-36,-1643,-2,8,1,73,15,0,72
70005,SQUARE,266,294,221,292,161,145,45,2,-1646,-2,8,1,73,15,0,72
70025,SQUARE,266,294,231,290,155,146,35,4,-1648,-2,8,1,73,15,0,72
70045,SQUARE,266,294,231,246,155,171,35,48,-1650,-2,8,1,73,15,0,72
70065,SQUARE,280,280,231,287,168,136,49,-7,-1652,0,24,1,73,15,0,72
70085,SQUARE,179,381,231,289,75,227,-52,92,-1652,-9,30,1,73,15,0,72
70605,SQUARE,294,266,101,170,255,190,193,96,-1735,2,16,1,0,16,0,68
70625,SQUARE,294,266,158,173,222,188,136,93,-1736,2,16,1,0,16,0,68
70645,SQUARE,294,266,227,184,182,182,67,82,-1735,2,16,1,0,16,0,68
70665,SQUARE,349,211,220,218,237,112,129,-7,-1734,2,16,1,0,16,0,68
70685,SQUARE,393,167,231,176,271,96,162,-9,-1733,6,48,1,0,16,0,68
70705,SQUARE,393,167,286,174,240,97,107,-7,-1729,6,48,1,0,16,0,68
70725,SQUARE,349,211,278,184,204,131,71,27,-1727,2,16,1,0,16,0,68
70745,SQUARE,349,211,278,218,204,112,71,-7,-1725,2,16,1,0,16,0,68
70765,SQUARE,349,211,278,187,204,129,71,24,-1723,2,16,1,0,16,0,68
70785,SQUARE,349,211,289,185,197,131,60,26,-1720,2,16,1,0,16,0,68
70805,SQUARE,349,211,289,229,197,106,60,-18,-1718,2,16,1,0,16,0,68
70825,SQUARE,335,225,289,220,184,123,46,5,-1715,0,24,1,0,16,0,68
70845,SQUARE,335,225,289,231,184,118,46,-6,-1713,0,24,1,0,16,0,68
70865,SQUARE,335,225,289,221,184,123,46,4,-1709,0,24,1,0,16,0,68
70885,SQUARE,335,225,300,231,178,118,35,-6,-1707,0,24,1,0,16,0,68
70905,SQUARE,318,242,290,221,169,139,28,21,-1704,-2,8,1,0,16,0,68
70925,SQUARE,321,239,290,231,171,130,31,8,-1701,-2,8,1,0,16,0,68
70945,SQUARE,277,283,290,221,132,176,-13,62,-1698,-6,12,1,0,16,0,68
70965,SQUARE,222,338,290,274,81,196,-68,64,-1698,-6,12,1,0,16,0,68
70985,SQUARE,222,338,192,278,137,193,30,60,-1700,-6,12,1,0,16,0,68
71005,SQUARE,222,338,273,278,91,193,-51,60,-1700,-6,12,1,0,16,0,68
71025,SQUARE,222,338,234,289,114,187,-12,49,-1702,-6,12,1,0,16,0,68
71045,SQUARE,222,338,232,289,115,187,-10,49,-1704,-6,12,1,0,16,0,68
71065,SQUARE,222,338,221,289,120,187,1,49,-1707,-6,12,1,0,16,0,68
71085,SQUARE,120,440,231,289,21,281,-111,151,-1710,-11,4,1,0,16,0,68
71105,SQUARE,120,440,177,344,52,249,-57,96,-1715,-11,4,1,0,16,0,68
71125,SQUARE,120,440,130,380,80,228,-10,60,-1722,-11,4,1,0,16,0,68
71145,SQUARE,120,440,171,350,56,246,-51,90,-1730,-11,4,1,0,16,0,68
71165,SQUARE,222,338,162,391,154,129,60,-53,-1736,-6,12,1,0,16,0,68
71185,SQUARE,222,338,216,339,123,159,6,-1,-1741,-6,12,1,0,16,0,68
71205,SQUARE,222,338,176,336,146,160,46,2,-1747,-6,12,1,0,16,0,68
71225,SQUARE,222,338,163,347,154,154,59,-9,-1752,-6,12,1,0,16,0,68
71245,SQUARE,222,338,173,304,148,178,49,34,-1758,-6,12,1,0,16,0,68
71265,SQUARE,222,338,184,301,142,180,38,37,-1763,-6,12,1,0,16,0,68
71285,SQUARE,289,271,174,345,209,95,115,-74,-1767,-2,8,1,0,16,0,68
71305,SQUARE,266,294,217,293,163,144,49,1,-1771,-2,8,1,0,16,0,68
71325,SQUARE,266,294,220,333,161,122,46,-39,-1774,-2,8,1,0,16,0,68
71345,SQUARE,280,280,187,292,193,134,93,-12,-1777,0,24,1,0,16,0,68
71365,SQUARE,225,335,229,290,119,184,-4,45,-1779,0,24,1,0,16,0,68
71385,SQUARE,225,335,231,290,118,184,-6,45,-1781,0,24,1,0,16,0,68
71405,SQUARE,225,335,188,333,142,159,37,2,-1785,0,24,1,0,16,0,68
71425,SQUARE,225,335,185,292,144,182,40,43,-1788,0,24,1,0,16,0,68
71445,SQUARE,225,335,229,290,119,184,-4,45,-1790,0,24,1,0,16,0,68
71465,SQUARE,242,318,188,290,158,169,54,28,-1794,2,16,1,0,16,0,68
71485,SQUARE,239,321,185,300,157,166,54,21,-1797,2,16,1,0,16,0,68
71505,SQUARE,289,271,229,290,177,126,60,-19,-1800,6,48,1,0,16,0,68
71525,SQUARE,283,277,220,333,177,107,63,-56,-1802,6,48,1,0,16,0,68
71545,SQUARE,283,277,242,281,164,137,41,-4,-1803,6,48,1,0,16,0,68
71565,SQUARE,283,277,232,278,170,139,51,-1,-1804,6,48,1,0,16,0,68
71585,SQUARE,283,277,232,289,170,133,51,-12,-1807,6,48,1,0,16,0,68
71605,SQUARE,283,277,242,289,164,133,41,-12,-1807,6,48,1,0,16,0,68
71625,SQUARE,385,175,232,246,263,63,153,-71,-1809,11,32,1,0,16,0,68
71645,SQUARE,385,175,242,243,257,65,143,-68,-1807,11,32,1,0,16,0,68
71665,SQUARE,440,120,287,232,282,21,153,-112,-1805,11,32,1,0,16,0,68
71685,SQUARE,440,120,300,177,275,52,140,-57,-1800,11,32,1,0,16,0,68
71705,SQUARE,440,120,345,174,249,54,95,-54,-1794,11,32,1,0,16,0,68
71725,SQUARE,440,120,347,130,247,80,93,-10,-1787,11,32,1,0,16,0,68
71745,SQUARE,440,120,391,127,222,81,49,-7,-1780,11,32,1,0,16,0,68
71765,SQUARE,440,120,350,160,246,62,90,-40,-1771,11,32,1,0,16,0,68
71785,SQUARE,440,120,402,118,216,86,38,2,-1763,11,32,1,0,16,0,68
71805,SQUARE,338,222,351,159,152,156,-13,63,-1755,6,48,1,0,16,0,68
71825,SQUARE,338,222,348,173,154,148,-10,49,-1750,6,48,1,0,16,0,68
71845,SQUARE,338,222,337,173,159,148,1,49,-1743,6,48,1,0,16,0,68
71865,SQUARE,338,222,347,173,154,148,-9,49,-1738,6,48,1,0,16,0,68
71885,SQUARE,338,222,304,130,178,173,34,92,-1732,6,48,1,0,16,0,68
71905,SQUARE,338,222,345,182,155,143,-7,40,-1728,6,48,1,0,16,0,68
71925,SQUARE,338,222,336,174,160,147,2,48,-1723,6,48,1,0,16,0,68
71945,SQUARE,294,266,292,217,145,163,2,49,-1719,2,16,1,0,16,0,68
71965,SQUARE,294,266,290,220,146,161,4,46,-1716,2,16,1,0,16,0,68
71985,SQUARE,268,292,290,220,124,185,-22,72,-1713,0,24,1,0,16,0,68
72005,SQUARE,280,280,290,231,135,168,-10,49,-1712,0,24,1,0,16,0,68
