time_ms,mode,left_target,right_target,left_mmps,right_mmps,left_pwm,right_pwm,left_error,right_error,count_diff,line_error,line_mask,line_valid,yaw_x10,corner_count,square_state,turn_travel_mm
51403,SQUARE,231,329,231,289,123,179,0,40,-1464,-6,12,1,103,11,0,42
51423,SQUARE,231,329,231,279,123,185,0,50,-1465,-6,12,1,103,11,0,42
51443,SQUARE,231,329,188,332,147,155,43,-3,-1469,-6,12,1,103,11,0,42
51463,SQUARE,231,329,229,292,124,177,2,37,-1471,-6,12,1,103,11,0,42
51483,SQUARE,231,329,220,290,129,178,11,39,-1474,-6,12,1,103,11,0,42
51503,SQUARE,231,329,187,290,148,178,44,39,-1478,-6,12,1,103,11,0,42
51523,SQUARE,285,275,229,300,173,124,56,-25,-1480,-3,28,1,103,11,0,42
51543,SQUARE,280,280,231,290,168,135,49,-10,-1482,0,24,1,103,11,0,42
51563,SQUARE,280,280,231,279,168,140,49,1,-1483,0,24,1,103,11,0,42
51583,SQUARE,280,280,231,278,168,141,49,2,-1485,0,24,1,103,11,0,42
51603,SQUARE,280,280,275,289,142,135,5,-9,-1485,0,24,1,103,11,0,42
51623,SQUARE,280,280,234,289,166,135,46,-9,-1487,0,24,1,103,11,0,42
51643,SQUARE,280,280,232,279,167,140,48,1,-1487,0,24,1,103,11,0,42
51663,SQUARE,280,280,242,289,162,135,38,-9,-1489,0,24,1,103,11,0,42
51683,SQUARE,280,280,232,279,167,140,48,1,-1489,0,24,1,103,11,0,42
51703,SQUARE,280,280,242,289,162,135,38,-9,-1491,0,24,1,103,11,0,42
51723,SQUARE,280,280,232,279,167,140,48,1,-1492,0,24,1,103,11,0,42
51743,SQUARE,335,225,242,245,211,110,93,-20,-1492,0,24,1,103,11,0,42
51763,SQUARE,335,225,276,243,192,111,59,-18,-1492,0,24,1,103,11,0,42
51783,SQUARE,335,225,278,232,191,117,57,-7,-1491,0,24,1,103,11,0,42
51803,SQUARE,335,225,289,275,184,92,46,-50,-1490,0,24,1,103,11,0,42
51823,SQUARE,335,225,279,234,190,116,56,-9,-1489,0,24,1,103,11,0,42
51843,SQUARE,335,225,289,221,184,123,46,4,-1486,0,24,1,103,11,0,42
51863,SQUARE,335,225,289,231,184,118,46,-6,-1484,0,24,1,103,11,0,42
51883,SQUARE,335,225,289,231,184,118,46,-6,-1482,0,24,1,103,11,0,42
51903,SQUARE,335,225,289,231,184,118,46,-6,-1480,0,24,1,103,11,0,42
51923,SQUARE,335,225,289,221,184,123,46,4,-1477,0,24,1,103,11,0,42
51943,SQUARE,335,225,289,231,184,118,46,-6,-1474,0,24,1,103,11,0,42
51963,SQUARE,335,225,300,231,178,118,35,-6,-1472,0,24,1,103,11,0,42
51983,SQUARE,335,225,290,221,184,123,45,4,-1469,0,24,1,103,11,0,42
52003,SQUARE,335,225,290,231,184,118,45,-6,-1466,0,24,1,103,11,0,42
52023,SQUARE,335,225,300,188,178,142,35,37,-1463,0,24,1,103,11,0,42
52043,SQUARE,231,329,290,229,89,214,-59,100,-1461,-6,12,1,103,11,0,42
52063,SQUARE,231,329,246,231,115,212,-15,98,-1460,-6,12,1,103,11,0,42
52083,SQUARE,231,329,232,242,123,206,-1,87,-1461,-6,12,1,103,11,0,42
52103,SQUARE,231,329,275,243,98,205,-44,86,-1461,-6,12,1,103,11,0,42
52123,SQUARE,231,329,234,287,122,180,-3,42,-1463,-6,12,1,103,11,0,42
52143,SQUARE,231,329,232,278,123,185,-1,51,-1465,-6,12,1,103,11,0,42
52163,SQUARE,231,329,232,289,123,179,-1,40,-1467,-6,12,1,103,11,0,42
52183,SQUARE,231,329,232,289,123,179,-1,40,-1469,-6,12,1,103,11,0,42
52203,SQUARE,231,329,221,257,128,197,10,72,-1472,-6,12,1,103,11,0,42
52223,SQUARE,176,384,231,331,73,205,-55,53,-1474,-6,12,1,103,11,0,42
52243,SQUARE,176,384,188,292,98,228,-12,92,-1477,-6,12,1,103,11,0,42
52263,SQUARE,176,384,174,301,105,223,2,83,-1483,-6,12,1,103,11,0,42
52283,SQUARE,176,384,184,345,100,197,-8,39,-1487,-6,12,1,103,11,0,42
52303,SQUARE,230,330,174,336,155,154,56,-6,-1493,-3,28,1,103,11,0,42
52323,SQUARE,225,335,217,303,125,176,8,32,-1497,0,24,1,103,11,0,42
52343,SQUARE,225,335,231,301,118,177,-6,34,-1499,0,24,1,103,11,0,42
52363,SQUARE,225,335,177,334,148,158,48,1,-1504,0,24,1,103,11,0,42
52383,SQUARE,225,335,185,303,144,176,40,32,-1509,0,24,1,103,11,0,42
52403,SQUARE,225,335,174,301,150,177,51,34,-1514,0,24,1,103,11,0,42
52423,SQUARE,225,335,184,301,144,177,41,34,-1518,0,24,1,103,11,0,42
52443,SQUARE,241,319,218,301,139,163,23,18,-1522,2,16,1,103,11,0,42
52463,SQUARE,282,278,220,301,175,126,62,-23,-1525,6,48,1,103,11,0,42
52483,SQUARE,274,286,220,290,169,140,54,-4,-1528,6,48,1,103,11,0,42
52503,SQUARE,274,286,187,290,188,140,87,-4,-1531,6,48,1,103,11,0,42
52523,SQUARE,329,231,229,290,214,89,100,-59,-1533,6,48,1,103,11,0,42
52543,SQUARE,329,231,231,246,212,115,98,-15,-1533,6,48,1,103,11,0,42
52563,SQUARE,329,231,242,243,206,117,87,-12,-1534,6,48,1,103,11,0,42
52583,SQUARE,329,231,243,276,205,97,86,-45,-1533,6,48,1,103,11,0,42
52603,SQUARE,329,231,287,234,180,122,42,-3,-1532,6,48,1,103,11,0,42
52623,SQUARE,256,304,278,232,120,189,-22,72,-1531,0,60,1,103,11,0,42
53143,SQUARE,292,268,60,162,278,197,232,106,-1598,2,16,1,0,12,0,65
53163,SQUARE,329,231,156,216,256,131,173,15,-1599,6,48,1,0,12,0,65
53183,SQUARE,329,231,216,176,221,154,113,55,-1597,6,48,1,0,12,0,65
53203,SQUARE,329,231,231,174,212,156,98,57,-1596,6,48,1,0,12,0,65
53223,SQUARE,329,231,221,217,218,131,108,14,-1596,6,48,1,0,12,0,65
53243,SQUARE,329,231,220,220,219,129,109,11,-1596,6,48,1,0,12,0,65
53263,SQUARE,329,231,231,187,212,148,98,44,-1595,6,48,1,0,12,0,65
53283,SQUARE,329,231,231,229,212,124,98,2,-1595,6,48,1,0,12,0,65
53303,SQUARE,329,231,242,220,206,129,87,11,-1593,6,48,1,0,12,0,65
53323,SQUARE,329,231,243,231,205,123,86,0,-1592,6,48,1,0,12,0,65
53343,SQUARE,329,231,287,231,180,123,42,0,-1590,6,48,1,0,12,0,65
53363,SQUARE,292,268,246,221,170,163,46,47,-1588,2,16,1,0,12,0,65
53383,SQUARE,292,268,243,242,172,151,49,26,-1587,2,16,1,0,12,0,65
53403,SQUARE,337,223,287,276,188,90,50,-53,-1587,6,48,1,0,12,0,65
53423,SQUARE,292,268,278,234,152,155,14,34,-1586,2,16,1,0,12,0,65
53443,SQUARE,292,268,245,275,171,132,47,-7,-1586,2,16,1,0,12,0,65
53463,SQUARE,292,268,243,234,172,155,49,34,-1584,2,16,1,0,12,0,65
53483,SQUARE,292,268,287,243,146,150,5,25,-1584,2,16,1,0,12,0,65
