time_ms,mode,left_target,right_target,left_mmps,right_mmps,left_pwm,right_pwm,left_error,right_error,count_diff,line_error,line_mask,line_valid,yaw_x10,corner_count,square_state,turn_travel_mm
20,SQUARE,5,5,0,0,48,48,5,5,0,6,48,1,0,0,0,0
40,SQUARE,10,10,10,0,48,53,0,10,1,6,48,1,0,0,0,0
60,SQUARE,15,15,11,43,52,34,4,-28,1,6,48,1,0,0,0,0
80,SQUARE,22,20,0,2,64,61,22,18,1,6,48,1,0,0,0,0
100,SQUARE,32,20,43,0,49,62,-11,20,2,6,48,1,0,0,0,0
120,SQUARE,42,20,2,43,82,38,40,-23,1,6,48,1,0,0,0,0
140,SQUARE,54,20,43,2,69,61,11,18,2,6,48,1,0,0,0,0
160,SQUARE,64,20,46,0,76,62,18,20,3,6,48,1,0,0,0,0
180,SQUARE,74,20,46,0,86,62,28,20,4,6,48,1,0,0,0,0
200,SQUARE,86,20,46,0,97,62,40,20,4,6,48,1,0,0,0,0
220,SQUARE,96,20,13,10,125,56,83,10,6,6,48,1,0,0,0,0
240,SQUARE,77,49,55,0,83,89,22,49,7,2,16,1,0,0,0,0
260,SQUARE,83,55,57,10,88,89,26,45,9,2,16,1,0,0,0,0
280,SQUARE,88,60,57,44,91,74,31,16,10,2,16,1,0,0,0,0
300,SQUARE,93,65,101,46,72,78,-8,19,11,2,16,1,0,0,0,0
320,SQUARE,99,71,60,13,100,102,39,58,11,2,16,1,0,0,0,0
340,SQUARE,90,90,58,55,93,95,32,35,13,0,24,1,0,0,0,0
360,SQUARE,95,95,101,57,74,99,-6,38,13,0,24,1,0,0,0,0
380,SQUARE,101,101,60,57,102,104,41,44,13,0,24,1,0,0,0,0
400,SQUARE,106,106,69,68,102,103,37,38,13,0,24,1,0,0,0,0
420,SQUARE,111,111,102,102,87,87,9,9,13,0,24,1,0,0,0,0
440,SQUARE,117,117,104,104,91,91,13,13,12,0,24,1,0,0,0,0
460,SQUARE,122,122,104,115,96,90,18,7,12,0,24,1,0,0,0,0
480,SQUARE,127,127,104,105,101,100,23,22,11,0,24,1,0,0,0,0
500,SQUARE,133,133,71,115,125,100,62,18,11,0,24,1,0,0,0,0
520,SQUARE,138,138,113,159,105,79,25,-21,10,0,24,1,0,0,0,0
540,SQUARE,143,143,72,118,134,107,71,25,9,0,24,1,0,0,0,0
560,SQUARE,149,149,156,159,91,90,-7,-10,8,0,24,1,0,0,0,0
580,SQUARE,154,154,118,162,117,93,36,-8,8,0,24,1,0,0,0,0
