time_ms,valid,cx,cy,error_x,error_y,area,command_x_rpm,command_y_rpm,frame_ms
22905,1,210,120,-30,-40,35404,0.0,0.0,248
23101,1,210,109,-30,-51,35616,0.0,0.0,137
23212,1,210,104,-30,-56,35616,0.0,0.0,17
23333,1,210,105,-30,-55,35404,0.0,0.0,34
23433,1,210,106,-30,-54,35448,0.0,0.0,15
23534,1,217,109,-23,-51,35870,5.0,0.0,13
23650,1,247,108,7,-52,37100,0.0,0.0,23
23766,1,265,108,25,-52,38700,0.0,0.0,51
23866,1,293,106,53,-54,41140,0.0,0.0,14
23971,1,317,105,77,-55,43875,0.0,0.0,16
24072,1,325,102,85,-58,45113,-5.0,0.0,14
24199,1,301,104,61,-56,41990,-5.0,0.0,33
24299,1,284,107,44,-53,40330,0.0,0.0,33
24399,1,285,104,45,-56,40515,0.0,0.0,42
24499,1,285,107,45,-53,40548,0.0,0.0,33
24666,1,284,106,44,-54,40330,0.0,0.0,36
24770,1,275,103,35,-57,38915,-10.24,0.0,15
24899,1,235,103,-5,-57,36676,-1.0,0.0,42
24999,1,228,108,-12,-52,36503,2.95,0.0,29
25104,1,242,105,2,-55,37100,1.0,0.0,19
25232,1,244,107,4,-53,37312,-1.55,0.0,25
25332,1,239,106,-1,-54,36888,0.0,0.0,33
25432,1,237,106,-3,-54,36888,0.0,0.0,21
25532,1,238,106,-2,-54,36676,0.0,0.0,26
25632,1,237,106,-3,-54,36888,0.0,0.0,13
25736,1,237,106,-3,-54,37100,0.0,0.0,15
25865,1,237,106,-3,-54,36888,0.0,0.0,33
25965,1,237,106,-3,-54,36888,8.24,0.0,35
26065,1,271,106,31,-54,39312,4.96,0.0,20
26175,1,293,102,53,-58,41140,-9.89,0.0,17
26298,1,250,104,10,-56,37701,-3.45,0.0,43
26400,1,233,107,-7,-53,36464,1.0,0.0,17
26532,1,237,105,-3,-55,36676,1.0,0.0,42
26731,1,241,107,1,-53,26026,0.0,0.0,14
26837,1,241,106,1,-54,37062,-8.01,0.0,17
26967,1,207,102,-33,-58,35026,-5.69,0.0,28
27098,1,186,109,-54,-51,34650,10.27,0.0,37
27198,1,226,108,-14,-52,25620,3.31,0.0,19
27313,1,245,103,5,-57,37062,-1.0,0.0,18
27431,1,241,109,1,-51,37312,-1.0,0.0,40
27531,1,239,106,-1,-54,36676,0.0,0.0,33
27632,1,238,108,-2,-52,37100,0.0,0.0,13
27764,1,239,107,-1,-53,36888,0.0,0.0,28
27864,1,237,107,-3,-53,36888,0.0,0.0,15
27965,1,237,107,-3,-53,36676,0.0,0.0,37
28084,1,237,107,-3,-53,36849,0.0,0.0,30
28186,1,238,108,-2,-52,36888,0.0,0.0,19
28300,1,238,108,-2,-52,36888,0.0,0.0,27
28401,1,238,108,-2,-52,36888,0.0,0.0,23
28502,1,241,108,1,-52,37100,8.31,0.0,18
28631,1,277,106,37,-54,39312,2.21,0.0,17
28831,1,279,103,39,-57,39711,-10.27,0.0,36
28931,1,196,107,-44,-53,35026,4.28,0.0,26
29044,1,212,108,-28,-52,35280,5.37,0.0,23
29164,1,245,106,5,-54,37312,0.0,0.0,18
29264,1,243,106,3,-54,37275,-1.0,0.0,24
29364,1,241,106,1,-54,37062,-8.23,0.0,18
29468,1,207,105,-33,-55,35448,-3.42,0.0,17
29578,1,195,105,-45,-55,35192,9.98,0.0,20
29697,1,238,105,-2,-55,36849,4.19,0.0,47
29797,1,255,106,15,-54,38306,-2.06,0.0,35
29897,1,248,106,8,-54,37488,-2.42,0.0,41
29998,1,238,106,-2,-54,37100,0.0,0.0,33
30114,1,238,106,-2,-54,37100,0.0,0.0,17
30230,1,241,106,1,-54,37062,0.0,0.0,27
30331,1,244,107,4,-53,37275,-1.0,0.0,18
30447,1,243,107,3,-53,37312,-1.0,0.0,31
30552,1,241,106,1,-54,37100,0.0,0.0,24
30657,1,242,107,2,-53,36888,0.0,0.0,14
30863,1,242,107,2,-53,37100,0.0,0.0,15
30965,1,241,106,1,-54,37312,7.82,0.0,19
31080,1,270,108,30,-52,38948,5.43,0.0,24
31185,1,288,104,48,-56,40953,-12.0,0.0,19
31287,1,240,103,0,-57,26270,-5.16,0.0,19
31392,1,220,109,-20,-51,36292,4.26,0.0,19
31496,1,236,107,-4,-53,36676,2.71,0.0,33
31596,1,248,104,8,-56,37488,-1.01,0.0,34
31697,1,244,108,4,-52,37524,-1.5,0.0,41
31812,1,238,106,-2,-54,36888,0.0,0.0,18
31918,1,228,106,-12,-54,36292,-7.12,0.0,19
32025,1,201,106,-39,-54,35192,-1.19,0.0,21
32129,1,199,107,-41,-53,34815,11.63,0.0,49
32229,1,227,108,-13,-52,25944,3.67,0.0,34
32329,1,269,104,29,-56,39096,-4.2,0.0,40
32438,1,246,107,6,-53,37312,-2.36,0.0,18
32540,1,235,106,-5,-54,36676,1.0,0.0,18
32662,1,237,106,-3,-54,36888,1.0,0.0,39
32762,1,242,107,2,-53,36888,0.0,0.0,32
32862,1,243,107,3,-53,37100,0.0,0.0,27
32962,1,242,106,2,-54,37100,0.0,0.0,19
33113,1,242,106,2,-54,37100,0.0,0.0,17
33216,1,242,106,2,-54,37100,0.0,0.0,17
33322,1,242,106,2,-54,37100,0.0,0.0,16
33429,1,242,106,2,-54,37100,0.0,0.0,13
33529,1,242,106,2,-54,37100,0.0,0.0,41
33629,1,244,107,4,-53,37312,7.6,0.0,41
33729,1,273,106,33,-54,39312,4.19,0.0,33
33829,1,290,103,50,-57,29106,-12.0,0.0,23
33929,1,279,103,39,-57,39894,-10.72,0.0,33
34032,1,204,106,-36,-54,35404,5.96,0.0,17
34146,1,235,106,-5,-54,36503,4.11,0.0,25
34249,1,250,106,10,-54,37701,-2.65,0.0,19
34362,1,245,106,5,-54,37312,-1.74,0.0,18
34462,1,234,106,-6,-54,36676,0.0,0.0,36
34567,1,236,105,-4,-55,36888,-7.07,0.0,17
34672,1,207,105,-33,-55,35448,6.52,0.0,17
34776,1,225,108,-15,-52,36120,7.9,0.0,26
34895,1,253,104,13,-56,37701,-1.81,0.0,17
34995,1,247,102,7,-58,37275,-2.67,0.0,26
35097,1,231,108,-9,-52,36714,0.0,0.0,33
35198,1,235,105,-5,-55,36676,1.72,0.0,17
35347,1,239,105,-1,-55,36888,1.0,0.0,24
35461,1,246,106,6,-54,37488,-1.55,0.0,18
35570,1,240,106,0,-54,37100,0.0,0.0,15
35694,1,240,106,0,-54,37100,0.0,0.0,14
35797,1,240,106,0,-54,37100,0.0,0.0,13
35909,1,240,106,0,-54,37100,0.0,0.0,25
36011,1,240,106,0,-54,37100,0.0,0.0,19
36113,1,240,106,0,-54,37100,0.0,0.0,16
36219,1,255,109,15,-51,37524,6.63,0.0,19
36328,1,282,105,42,-55,39928,0.18,0.0,33
36428,1,278,103,38,-57,28539,-12.0,0.0,33
36528,1,219,106,-21,-54,35870,-5.04,0.0,42
36646,1,213,107,-27,-53,35659,9.49,0.0,33
36761,1,250,107,10,-53,37524,0.0,0.0,18
36861,1,252,106,12,-54,37914,-3.27,0.0,19
36964,1,237,106,-3,-54,36888,0.0,0.0,15
37069,1,237,106,-3,-54,36888,-7.2,0.0,18
37194,1,207,105,-33,-55,35448,-3.05,0.0,25
37318,1,199,106,-41,-54,35404,-0.08,0.0,40
37427,1,207,108,-33,-52,25345,12.0,0.0,34
37527,1,264,107,24,-53,38092,1.0,0.0,40
37632,1,267,97,27,-63,38485,-8.86,0.0,22
37760,1,232,96,-8,-64,36252,-1.33,0.0,34
37860,1,223,104,-17,-56,36292,3.89,0.0,43
37960,1,236,109,-4,-51,37100,2.31,0.0,18
38094,1,248,101,8,-59,37488,-2.04,0.0,19
38198,1,238,104,-2,-56,36888,-1.49,0.0,52
38327,1,236,106,-4,-54,36714,1.14,0.0,20
38433,1,243,104,3,-56,37100,0.0,0.0,23
38536,1,239,107,-1,-53,37100,0.0,0.0,15
38660,1,241,104,1,-56,37062,0.0,0.0,42
38760,1,241,107,1,-53,37100,0.0,0.0,33
38860,1,242,106,2,-54,37312,7.74,0.0,40
38965,1,280,105,40,-55,39711,-1.98,0.0,18
39068,1,274,100,34,-60,28050,-11.27,0.0,17
39193,1,217,98,-23,-62,25254,0.0,0.0,41
39293,1,211,107,-29,-53,35870,8.7,0.0,31
39393,1,238,109,-2,-51,36925,3.01,0.0,27
39503,1,259,99,19,-61,37878,-4.63,0.0,23
39644,1,254,97,14,-63,37450,-4.8,0.0,19
39749,1,213,105,-27,-55,36040,-1.59,0.0,20
39863,1,208,107,-32,-53,35448,1.46,0.0,39
39993,1,213,105,-27,-55,35870,7.56,0.0,30
40093,1,235,109,-5,-51,36540,2.72,0.0,18
40195,1,255,103,15,-57,38306,-2.99,0.0,33
40297,1,238,105,-2,-55,37100,-1.0,0.0,19
40426,1,232,108,-8,-52,36714,2.35,0.0,33
40527,1,240,105,0,-55,37100,1.0,0.0,41
40629,1,244,107,4,-53,37524,-1.0,0.0,17
40740,1,241,107,1,-53,37100,0.0,0.0,17
40860,1,241,107,1,-53,37312,0.0,0.0,33
40992,1,241,107,1,-53,37275,0.0,0.0,43
41092,1,241,106,1,-54,37136,0.0,0.0,16
41197,1,241,107,1,-53,37312,0.0,0.0,15
41309,1,241,107,1,-53,37312,0.0,0.0,18
41426,1,241,107,1,-53,37312,7.76,0.0,37
41526,1,264,107,24,-53,27714,6.31,0.0,39
41677,1,285,104,45,-56,40548,-8.98,0.0,32
41780,1,227,102,-13,-58,35910,-2.28,0.0,20
41886,1,212,110,-28,-50,35700,9.78,0.0,20
41987,1,254,106,14,-54,37701,-2.07,0.0,22
42092,1,253,97,13,-63,37062,-4.38,0.0,24
42192,1,235,93,-5,-67,36423,-1.0,0.0,33
42303,1,230,101,-10,-59,36676,-4.38,0.0,18
42410,1,210,108,-30,-52,36081,-0.82,0.0,23
42521,1,210,104,-30,-56,35448,10.0,0.0,18
42625,1,244,106,4,-54,37312,4.74,0.0,43
42725,1,264,104,24,-56,38734,-5.05,0.0,35
42833,1,239,105,-1,-55,26496,-1.4,0.0,20
42948,1,233,105,-7,-55,36676,2.31,0.0,19
43058,1,241,106,1,-54,37312,1.0,0.0,41
43158,1,244,103,4,-57,37275,-1.32,0.0,23
43259,1,250,91,10,-69,37022,-2.78,0.0,28
43369,1,248,72,8,-88,25345,-2.44,0.0,22
43482,1,244,73,4,-87,25345,-1.0,0.0,20
43593,1,244,68,4,-92,25482,-1.0,0.0,18
43725,1,235,69,-5,-91,25345,1.12,0.0,23
43858,1,237,70,-3,-90,25296,1.32,0.0,38
43958,1,239,67,-1,-93,25668,0.0,0.0,14
44063,1,238,67,-2,-93,25668,8.29,0.0,17
44166,1,245,69,5,-91,25482,6.89,0.0,21
44291,0,0,0,0,0,0,0.0,0.0,16
44391,0,0,0,0,0,0,0.0,0.0,39
44494,0,0,0,0,0,0,0.0,0.0,14
44605,0,0,0,0,0,0,0.0,0.0,21
44724,0,0,0,0,0,0,0.0,0.0,20
44824,0,0,0,0,0,0,0.0,0.0,33
44925,0,0,0,0,0,0,0.0,0.0,16
45044,0,0,0,0,0,0,0.0,0.0,27
45157,0,0,0,0,0,0,0.0,0.0,15
45258,0,0,0,0,0,0,0.0,0.0,13
45371,0,0,0,0,0,0,0.0,0.0,24
45473,0,0,0,0,0,0,0.0,0.0,18
45583,0,0,0,0,0,0,0.0,0.0,17
45693,0,0,0,0,0,0,0.0,0.0,16
45824,0,0,0,0,0,0,0.0,0.0,48
45924,0,0,0,0,0,0,0.0,0.0,13
46025,0,0,0,0,0,0,0.0,0.0,14
46157,0,0,0,0,0,0,0.0,0.0,17
46257,0,0,0,0,0,0,0.0,0.0,33
46357,0,0,0,0,0,0,0.0,0.0,40
46457,0,0,0,0,0,0,0.0,0.0,34
46557,0,0,0,0,0,0,0.0,0.0,27
46661,0,0,0,0,0,0,0.0,0.0,13
46771,0,0,0,0,0,0,0.0,0.0,18
46881,0,0,0,0,0,0,0.0,0.0,16
46992,0,0,0,0,0,0,0.0,0.0,13
47092,0,0,0,0,0,0,0.0,0.0,16
47196,0,0,0,0,0,0,0.0,0.0,13
47303,0,0,0,0,0,0,0.0,0.0,13
47423,0,0,0,0,0,0,0.0,0.0,37
47523,0,0,0,0,0,0,0.0,0.0,39
47623,0,0,0,0,0,0,0.0,0.0,14
47723,0,0,0,0,0,0,0.0,0.0,12
47829,0,0,0,0,0,0,0.0,0.0,23
47933,0,0,0,0,0,0,0.0,0.0,16
48056,0,0,0,0,0,0,0.0,0.0,49
48156,0,0,0,0,0,0,0.0,0.0,28
48256,0,0,0,0,0,0,0.0,0.0,33
48357,0,0,0,0,0,0,0.0,0.0,13
48489,0,0,0,0,0,0,0.0,0.0,17
48589,0,0,0,0,0,0,0.0,0.0,33
48693,0,0,0,0,0,0,0.0,0.0,27
48808,0,0,0,0,0,0,0.0,0.0,16
48914,0,0,0,0,0,0,0.0,0.0,18
49018,0,0,0,0,0,0,0.0,0.0,13
49122,0,0,0,0,0,0,0.0,0.0,33
49222,0,0,0,0,0,0,0.0,0.0,33
49323,0,0,0,0,0,0,0.0,0.0,40
49438,0,0,0,0,0,0,0.0,0.0,17
49544,0,0,0,0,0,0,0.0,0.0,18
49649,0,0,0,0,0,0,0.0,0.0,14
49756,0,0,0,0,0,0,0.0,0.0,39
49856,0,0,0,0,0,0,0.0,0.0,14
49959,0,0,0,0,0,0,0.0,0.0,13
50070,0,0,0,0,0,0,0.0,0.0,20
50175,0,0,0,0,0,0,0.0,0.0,17
50279,0,0,0,0,0,0,0.0,0.0,13
50385,0,0,0,0,0,0,0.0,0.0,18
50489,0,0,0,0,0,0,0.0,0.0,39
50592,0,0,0,0,0,0,0.0,0.0,14
50702,0,0,0,0,0,0,0.0,0.0,21
50806,0,0,0,0,0,0,0.0,0.0,19
50910,0,0,0,0,0,0,0.0,0.0,13
51016,0,0,0,0,0,0,0.0,0.0,18
51122,0,0,0,0,0,0,0.0,0.0,16
51222,0,0,0,0,0,0,0.0,0.0,40
51322,0,0,0,0,0,0,0.0,0.0,33
51429,1,250,74,10,-86,25854,-2.03,0.0,18
51535,1,255,92,15,-68,36673,-3.08,0.0,23
51648,1,250,97,10,-63,36239,-2.09,0.0,23
51760,1,246,104,6,-56,36072,-1.03,0.0,18
51870,1,250,110,10,-50,35856,-1.89,0.0,21
51981,1,246,106,6,-54,35424,-1.53,0.0,19
52089,1,230,85,-10,-75,35424,1.77,0.0,20
52221,1,226,80,-14,-80,35424,3.51,0.0,29
52330,0,0,0,0,0,0,0.0,0.0,57
52436,0,0,0,0,0,0,0.0,0.0,23
52541,0,0,0,0,0,0,0.0,0.0,15
52648,0,0,0,0,0,0,0.0,0.0,26
52750,0,0,0,0,0,0,0.0,0.0,13
52854,0,0,0,0,0,0,0.0,0.0,26
52954,0,0,0,0,0,0,0.0,0.0,40
53054,0,0,0,0,0,0,0.0,0.0,33
53154,0,0,0,0,0,0,0.0,0.0,33
53259,0,0,0,0,0,0,0.0,0.0,17
53365,0,0,0,0,0,0,0.0,0.0,14
53487,0,0,0,0,0,0,0.0,0.0,41
53587,0,0,0,0,0,0,0.0,0.0,40
53687,0,0,0,0,0,0,0.0,0.0,27
53798,1,257,100,17,-60,36456,-3.04,0.0,24
53920,1,252,102,12,-58,36239,-2.42,0.0,19
54040,1,251,104,11,-56,36072,-2.19,0.0,34
54154,1,246,100,6,-60,35805,-1.66,0.0,28
54254,1,241,92,1,-68,35856,-1.0,0.0,35
54354,1,238,88,-2,-72,35856,0.0,0.0,15
54455,1,234,83,-6,-77,36022,1.45,0.0,28
54587,1,235,82,-5,-78,36072,1.74,0.0,15
54687,1,239,74,-1,-86,25296,0.0,0.0,33
54790,0,0,0,0,0,0,8.24,0.0,40
54902,0,0,0,0,0,0,0.0,0.0,17
55020,0,0,0,0,0,0,0.0,0.0,17
55121,0,0,0,0,0,0,0.0,0.0,15
55253,0,0,0,0,0,0,0.0,0.0,42
55353,0,0,0,0,0,0,0.0,0.0,33
55454,0,0,0,0,0,0,0.0,0.0,14
55574,0,0,0,0,0,0,0.0,0.0,27
55678,0,0,0,0,0,0,0.0,0.0,24
55781,0,0,0,0,0,0,0.0,0.0,18
55886,0,0,0,0,0,0,0.0,0.0,33
55986,0,0,0,0,0,0,0.0,0.0,33
56086,0,0,0,0,0,0,0.0,0.0,39
56186,0,0,0,0,0,0,0.0,0.0,13
56290,0,0,0,0,0,0,0.0,0.0,17
56420,0,0,0,0,0,0,0.0,0.0,12
56523,0,0,0,0,0,0,0.0,0.0,20
56634,0,0,0,0,0,0,0.0,0.0,19
56752,0,0,0,0,0,0,0.0,0.0,33
56860,0,0,0,0,0,0,0.0,0.0,24
56986,0,0,0,0,0,0,0.0,0.0,14
57086,1,256,94,16,-66,37107,-2.6,0.0,29
57186,1,262,100,22,-60,36624,-5.08,0.0,19
57296,1,261,100,21,-60,36673,-4.51,0.0,18
57409,1,248,90,8,-70,36022,-1.81,0.0,21
57523,1,237,80,-3,-80,36022,0.0,0.0,27
57652,1,227,78,-13,-82,35856,3.2,0.0,37
57752,1,226,77,-14,-83,35690,3.41,0.0,34
57855,0,0,0,0,0,0,0.0,0.0,18
57955,0,0,0,0,0,0,0.0,0.0,16
58055,0,0,0,0,0,0,0.0,0.0,13
58187,0,0,0,0,0,0,0.0,0.0,29
58319,0,0,0,0,0,0,0.0,0.0,42
58419,0,0,0,0,0,0,0.0,0.0,34
58520,0,0,0,0,0,0,0.0,0.0,13
58638,0,0,0,0,0,0,0.0,0.0,25
58748,0,0,0,0,0,0,0.0,0.0,15
58854,0,0,0,0,0,0,0.0,0.0,13
58985,0,0,0,0,0,0,0.0,0.0,40
59085,0,0,0,0,0,0,0.0,0.0,33
59185,0,0,0,0,0,0,0.0,0.0,13
59286,0,0,0,0,0,0,0.0,0.0,15
59418,0,0,0,0,0,0,0.0,0.0,36
59519,0,0,0,0,0,0,0.0,0.0,27
59652,0,0,0,0,0,0,0.0,0.0,28
59756,0,0,0,0,0,0,0.0,0.0,22
59887,0,0,0,0,0,0,0.0,0.0,22
60000,0,0,0,0,0,0,0.0,0.0,23
60100,0,0,0,0,0,0,0.0,0.0,18
60219,0,0,0,0,0,0,0.0,0.0,16
60351,0,0,0,0,0,0,0.0,0.0,33
60451,0,0,0,0,0,0,0.0,0.0,21
60552,0,0,0,0,0,0,0.0,0.0,13
60665,0,0,0,0,0,0,0.0,0.0,18
60784,0,0,0,0,0,0,0.0,0.0,17
60886,0,0,0,0,0,0,0.0,0.0,33
61017,0,0,0,0,0,0,0.0,0.0,34
61118,0,0,0,0,0,0,0.0,0.0,27
61218,0,0,0,0,0,0,0.0,0.0,13
61318,0,0,0,0,0,0,0.0,0.0,14
61451,0,0,0,0,0,0,0.0,0.0,14
61551,0,0,0,0,0,0,0.0,0.0,34
61651,0,0,0,0,0,0,0.0,0.0,14
61751,0,0,0,0,0,0,0.0,0.0,28
61861,0,0,0,0,0,0,0.0,0.0,13
61984,0,0,0,0,0,0,0.0,0.0,39
62084,0,0,0,0,0,0,0.0,0.0,41
62184,0,0,0,0,0,0,0.0,0.0,34
62284,0,0,0,0,0,0,0.0,0.0,13
62384,0,0,0,0,0,0,0.0,0.0,16
62491,0,0,0,0,0,0,0.0,0.0,17
62617,0,0,0,0,0,0,0.0,0.0,31
62717,0,0,0,0,0,0,0.0,0.0,33
62817,0,0,0,0,0,0,0.0,0.0,33
62918,0,0,0,0,0,0,0.0,0.0,40
63050,0,0,0,0,0,0,0.0,0.0,33
63150,0,0,0,0,0,0,0.0,0.0,33
63253,0,0,0,0,0,0,0.0,0.0,14
63367,0,0,0,0,0,0,0.0,0.0,18
63483,0,0,0,0,0,0,0.0,0.0,15
63583,0,0,0,0,0,0,0.0,0.0,42
63683,0,0,0,0,0,0,0.0,0.0,14
63783,0,0,0,0,0,0,0.0,0.0,16
63883,0,0,0,0,0,0,0.0,0.0,14
63983,0,0,0,0,0,0,0.0,0.0,13
64085,0,0,0,0,0,0,0.0,0.0,13
64216,0,0,0,0,0,0,0.0,0.0,17
70381,1,239,138,-1,-22,35916,0.0,0.0,25
