time_ms,valid,cx,cy,error_x,error_y
2091803,0,0,0,0,0
2091936,0,0,0,0,0
2092036,0,0,0,0,0
2092140,0,0,0,0,0
2092251,0,0,0,0,0
2092355,0,0,0,0,0
2092503,0,0,0,0,0
2092636,0,0,0,0,0
2092739,0,0,0,0,0
2092841,0,0,0,0,0
2092969,0,0,0,0,0
2093069,0,0,0,0,0
2093169,0,0,0,0,0
2093269,0,0,0,0,0
2093372,0,0,0,0,0
2093502,0,0,0,0,0
2093602,0,0,0,0,0
2093704,0,0,0,0,0
2093819,0,0,0,0,0
2093935,0,0,0,0,0
2094037,1,241,74,1,-86
2094150,1,242,74,2,-86
2094258,1,239,138,-1,-22
2094370,1,237,151,-3,-9
2094483,1,236,165,-4,5
2094585,1,236,165,-4,5
2094702,1,236,165,-4,5
2094820,1,236,165,-4,5
2094932,0,0,0,0,0
2095035,1,236,165,-4,5
2095135,1,236,165,-4,5
2095235,1,236,165,-4,5
2095352,1,236,165,-4,5
2095475,1,236,165,-4,5
2095601,1,236,165,-4,5
2095702,1,236,165,-4,5
2095835,1,236,165,-4,5
2096001,1,236,165,-4,5
2096101,1,233,216,-7,56
2096205,1,237,152,-3,-8
2096309,1,237,155,-3,-5
2096435,1,237,155,-3,-5
2096568,1,237,155,-3,-5
2096668,1,238,154,-2,-6
2096768,1,238,154,-2,-6
2096869,1,239,132,-1,-28
2096986,1,239,138,-1,-22
2097103,1,237,179,-3,19
2097234,1,236,187,-4,27
2097334,1,239,122,-1,-38
2097435,1,236,179,-4,19
2097542,1,238,169,-2,9
2097647,1,237,162,-3,2
2097768,1,238,162,-2,2
2097951,1,237,162,-3,2
2098062,1,238,163,-2,3
2098167,1,236,193,-4,33
2098267,1,237,177,-3,17
2098372,1,238,144,-2,-16
2098487,1,237,170,-3,10
2098600,1,238,157,-2,-3
2098700,1,239,158,-1,-2
2098802,1,238,157,-2,-3
2098919,1,238,157,-2,-3
2099033,1,238,137,-2,-23
2099139,1,239,139,-1,-21
2099251,1,237,167,-3,7
2099357,1,237,165,-3,5
2099467,1,237,166,-3,6
2099567,1,237,167,-3,7
2099685,1,237,165,-3,5
2099801,1,236,166,-4,6
2099933,1,237,165,-3,5
2100033,1,237,165,-3,5
2100133,1,237,165,-3,5
2100233,1,237,165,-3,5
