time_ms,valid,cx,cy,error_x,error_y,area,command_x_rpm,command_y_rpm,frame_ms
35591,1,234,119,-6,-41,26371,0.0,0.0,17
36099,1,233,120,-7,-40,26465,0.0,0.0,11
36618,1,235,119,-5,-41,26465,0.0,0.0,34
37118,1,234,112,-6,-48,26371,0.0,0.0,257
37299,1,235,107,-5,-53,26532,0.0,0.0,135
37413,1,235,105,-5,-55,26702,0.0,0.0,20
37517,1,235,105,-5,-55,26702,0.0,0.0,15
37617,1,235,105,-5,-55,26626,0.0,0.0,40
37718,1,236,106,-4,-54,26694,5.0,0.0,12
37833,1,253,105,13,-55,26939,5.0,0.0,19
37951,1,257,105,17,-55,26872,0.0,0.0,33
38051,1,255,105,15,-55,26906,0.0,0.0,33
38151,1,255,105,15,-55,26906,0.0,0.0,14
38263,1,254,105,14,-55,26836,-5.0,0.0,18
38384,1,233,107,-7,-53,26575,-5.0,0.0,18
38484,1,227,107,-13,-53,26568,0.0,0.0,14
38617,1,226,108,-14,-52,26583,0.0,0.0,16
38718,1,226,108,-14,-52,26583,0.0,0.0,40
38830,1,226,107,-14,-53,26661,0.0,0.0,33
38934,1,226,107,-14,-53,26661,2.8,0.0,20
39038,1,237,106,-3,-54,26525,1.0,0.0,17
39155,1,241,106,1,-54,26715,0.0,0.0,11
39269,1,241,107,1,-53,26688,0.0,0.0,12
39375,1,241,107,1,-53,26688,0.0,0.0,18
39483,1,241,107,1,-53,26688,5.93,0.0,27
39583,1,245,105,5,-55,26783,10.81,0.0,16
39683,1,292,99,52,-61,27946,2.19,0.0,29
39788,1,301,98,61,-62,28663,-2.98,0.0,21
39916,1,286,101,46,-59,27977,-4.1,0.0,19
40016,1,272,103,32,-57,27304,-4.6,0.0,34
40119,1,253,105,13,-55,26837,-3.23,0.0,37
40234,1,242,107,2,-53,26688,2.13,0.0,15
40334,1,244,106,4,-54,26878,-1.0,0.0,17
40447,1,240,107,0,-53,26689,-11.29,0.0,16
40550,1,225,107,-15,-53,26509,-6.71,0.0,34
40650,1,212,108,-28,-52,26475,-2.24,0.0,33
40750,1,209,107,-31,-53,26567,-1.0,0.0,37
40850,1,214,108,-26,-52,26639,3.41,0.0,15
40952,1,227,108,-13,-52,26590,3.69,0.0,17
41083,1,239,106,-1,-54,26593,1.0,0.0,29
41189,1,241,107,1,-53,26689,0.0,0.0,21
41316,1,240,106,0,-54,26594,1.47,0.0,16
41416,1,244,106,4,-54,26683,1.0,0.0,33
41516,1,249,106,9,-54,26744,1.0,0.0,38
41616,1,251,106,11,-54,26840,1.0,0.0,33
41716,1,254,105,14,-55,26906,1.26,0.0,29
41816,1,254,105,14,-55,26932,1.37,0.0,33
41919,1,254,105,14,-55,26906,1.75,0.0,43
42032,1,254,105,14,-55,26906,3.73,0.0,18
42151,1,254,105,14,-55,26906,3.89,0.0,33
42265,1,257,104,17,-56,27074,4.28,0.0,31
42366,1,274,102,34,-58,27362,1.0,0.0,17
42483,1,270,103,30,-57,27272,-4.02,0.0,15
42606,1,253,105,13,-55,26865,-1.18,0.0,18
42714,1,248,105,8,-55,26846,-1.0,0.0,16
42816,1,245,105,5,-55,26683,-1.0,0.0,29
42949,1,239,106,-1,-54,26729,-1.0,0.0,40
43049,1,236,105,-4,-55,26635,-1.0,0.0,33
43149,1,232,106,-8,-54,26541,-1.0,0.0,18
43282,1,229,106,-11,-54,26560,-1.02,0.0,22
43382,1,225,106,-15,-54,26503,-1.56,0.0,33
43483,1,222,107,-18,-53,26511,-1.28,0.0,33
43589,1,218,106,-22,-54,26507,-1.37,0.0,16
43706,1,215,107,-25,-53,26435,-2.08,0.0,17
43815,1,213,106,-27,-54,26620,-2.23,0.0,17
43948,1,213,107,-27,-53,26517,-2.81,0.0,17
44048,1,212,106,-28,-54,26527,-1.0,0.0,38
44148,1,214,107,-26,-53,26547,3.52,0.0,34
44248,1,230,106,-10,-54,26568,1.65,0.0,16
44355,1,239,105,-1,-55,26715,-2.9,0.0,17
44465,1,233,106,-7,-54,26702,3.93,0.0,17
44581,1,248,105,8,-55,26776,1.0,0.0,15
44681,1,250,103,10,-57,26906,2.21,0.0,16
44781,1,252,103,12,-57,27003,3.74,0.0,34
44881,1,253,104,13,-56,26903,4.67,0.0,39
44981,1,262,102,22,-58,27022,4.85,0.0,14
45081,1,277,99,37,-61,27561,-2.68,0.0,16
45181,1,271,99,31,-61,27475,-4.42,0.0,18
45281,1,253,103,13,-57,26998,-1.4,0.0,15
45381,1,248,104,8,-56,26870,-1.0,0.0,16
45481,1,245,104,5,-56,26683,-1.99,0.0,16
45581,1,238,105,-2,-55,26661,-2.08,0.0,33
45681,1,230,106,-10,-54,26575,-2.08,0.0,41
45781,1,226,107,-14,-53,26596,-2.86,0.0,33
45882,1,219,107,-21,-53,26528,-2.9,0.0,33
45985,1,212,107,-28,-53,26557,-2.78,0.0,16
46098,1,212,107,-28,-53,26659,2.45,0.0,19
46207,1,223,107,-17,-53,26504,2.93,0.0,20
46314,1,231,106,-9,-54,26572,1.94,0.0,22
46419,1,239,105,-1,-55,26683,-1.4,0.0,16
46531,1,237,105,-3,-55,26615,0.0,0.0,16
46700,1,237,106,-3,-54,26626,1.0,0.0,103
46814,1,237,105,-3,-55,26534,1.0,0.0,17
46917,1,240,106,0,-54,26688,0.0,0.0,13
47047,1,238,106,-2,-54,26615,0.0,0.0,35
47147,1,239,105,-1,-55,26620,0.0,0.0,15
47250,1,240,106,0,-54,26688,11.57,0.0,17
47350,1,253,103,13,-57,26777,5.56,0.0,19
47480,1,276,98,36,-62,27538,-1.14,0.0,16
47582,1,275,99,35,-61,27561,1.0,0.0,35
47698,1,275,99,35,-61,27661,-4.23,0.0,30
47813,1,255,101,15,-59,27090,-3.34,0.0,16
47947,1,247,106,7,-54,26778,-1.0,0.0,17
48047,1,246,104,6,-56,26842,-1.0,0.0,36
48147,1,242,104,2,-56,26783,-9.75,0.0,28
48248,1,227,107,-13,-53,26587,-5.4,0.0,16
48362,1,210,107,-30,-53,26659,-1.0,0.0,16
48480,1,212,107,-28,-53,26557,-1.0,0.0,24
48580,1,214,107,-26,-53,26445,2.23,0.0,33
48680,1,222,106,-18,-54,26526,4.1,0.0,32
48780,1,237,105,-3,-55,26620,2.41,0.0,38
48880,1,243,104,3,-56,26774,-2.28,0.0,33
48980,1,241,104,1,-56,26683,1.15,0.0,22
49089,1,242,106,2,-54,26656,1.18,0.0,27
49213,1,245,104,5,-56,26774,1.08,0.0,18
49313,1,249,103,9,-57,26810,1.0,0.0,35
49413,1,253,104,13,-56,26933,1.0,0.0,38
49513,1,253,103,13,-57,27003,2.18,0.0,16
49613,1,254,103,14,-57,27003,2.61,0.0,16
49746,1,254,103,14,-57,27129,3.43,0.0,17
49846,1,258,102,18,-58,27074,3.43,0.0,33
49947,1,268,100,28,-60,27423,1.0,0.0,33
50057,1,273,100,33,-60,27597,1.61,0.0,16
50179,1,276,99,36,-61,27674,-1.83,0.0,34
50281,1,272,99,32,-61,27561,-5.08,0.0,33
50395,1,247,103,7,-57,26937,-1.0,0.0,16
50502,1,245,105,5,-55,26783,-1.0,0.0,18
50605,1,244,103,4,-57,26777,-1.91,0.0,17
50712,1,238,103,-2,-57,26783,-1.0,0.0,16
50812,1,234,106,-6,-54,26575,-1.0,0.0,39
50912,1,231,105,-9,-55,26541,-1.03,0.0,34
51012,1,226,106,-14,-54,26583,-1.2,0.0,16
51112,1,224,106,-16,-54,26503,-1.16,0.0,16
51212,1,220,106,-20,-54,26481,-1.62,0.0,33
51313,1,217,106,-23,-54,26528,-1.26,0.0,38
51429,1,216,106,-24,-54,26537,-2.67,0.0,18
51545,1,214,106,-26,-54,26576,-2.82,0.0,17
51646,1,213,106,-27,-54,26517,-2.97,0.0,51
51778,1,213,106,-27,-54,26517,-2.11,0.0,31
51885,1,214,107,-26,-53,26639,4.68,0.0,17
52012,1,233,106,-7,-54,26563,2.06,0.0,29
52112,1,242,103,2,-57,26683,-2.5,0.0,33
52212,1,239,103,-1,-57,26715,1.0,0.0,33
52313,1,238,106,-2,-54,26694,4.49,0.0,37
52428,1,253,103,13,-57,26908,1.33,0.0,16
52536,1,258,101,18,-59,27099,3.13,0.0,18
52645,1,256,103,16,-57,26999,5.81,0.0,25
52745,1,254,101,14,-59,27005,8.0,0.0,32
52845,1,277,99,37,-61,27462,1.0,0.0,33
52949,1,277,97,37,-63,27700,-6.28,0.0,16
53054,1,254,102,14,-58,26856,-1.0,0.0,15
53178,1,250,105,10,-55,26744,-1.0,0.0,33
53278,1,249,103,9,-57,26937,-4.94,0.0,17
53378,1,232,104,-8,-56,26661,-1.0,0.0,18
53479,1,229,107,-11,-53,26552,-3.65,0.0,15
53588,1,219,105,-21,-55,26611,-2.85,0.0,18
53711,1,214,107,-26,-53,26538,-3.43,0.0,34
53811,1,211,106,-29,-54,26586,-1.0,0.0,36
53911,1,213,107,-27,-53,26620,3.33,0.0,23
54012,1,226,107,-14,-53,26484,3.6,0.0,18
54127,1,238,105,-2,-55,26695,-2.48,0.0,19
54244,1,230,105,-10,-55,26506,1.0,0.0,52
54345,1,236,106,-4,-54,26632,1.0,0.0,34
54477,1,237,104,-3,-56,26715,1.0,0.0,34
54583,1,238,105,-2,-55,26626,1.0,0.0,39
54712,1,238,105,-2,-55,26721,0.0,0.0,16
54824,1,238,105,-2,-55,26721,0.0,0.0,20
54944,1,243,105,3,-55,26779,10.34,0.0,19
55053,1,262,101,22,-59,26989,3.15,0.0,16
55177,1,274,97,34,-63,27575,1.0,0.0,36
55277,1,278,99,38,-61,27713,-2.18,0.0,34
55378,1,272,96,32,-64,27449,-4.87,0.0,38
55493,1,245,106,5,-54,26819,-1.0,0.0,19
55599,1,244,101,4,-59,26842,-1.0,0.0,16
55710,1,241,104,1,-56,26878,0.19,0.0,34
55810,1,241,106,1,-54,26594,-11.45,0.0,15
55911,1,226,107,-14,-53,26465,-5.82,0.0,17
56028,1,207,108,-33,-52,26498,-1.0,0.0,20
56143,1,209,107,-31,-53,26457,1.65,0.0,21
56243,1,214,107,-26,-53,26425,1.84,0.0,44
56343,1,224,107,-16,-53,26576,4.09,0.0,29
56443,1,238,107,-2,-53,26498,1.13,0.0,34
56545,1,243,106,3,-54,26783,-1.37,0.0,18
56647,1,240,107,0,-53,26601,1.87,0.0,16
56776,1,246,106,6,-54,26751,1.49,0.0,43
56876,1,251,106,11,-54,26910,1.0,0.0,33
56976,1,252,105,12,-55,26840,1.0,0.0,38
57078,1,253,106,13,-54,26811,1.79,0.0,34
57192,1,252,105,12,-55,26840,2.99,0.0,31
57293,1,254,105,14,-55,26906,3.48,0.0,26
57394,1,257,104,17,-56,27074,3.36,0.0,17
57509,1,270,103,30,-57,27349,1.0,0.0,14
57618,1,273,102,33,-58,27487,2.02,0.0,16
57743,1,280,101,40,-59,27637,0.39,0.0,41
57843,1,278,102,38,-58,27550,-3.16,0.0,29
57943,1,271,103,31,-57,27306,-5.88,0.0,17
58043,1,249,107,9,-53,26610,-1.0,0.0,22
58143,1,247,109,7,-51,26310,-1.2,0.0,17
58276,1,243,110,3,-50,26128,-2.04,0.0,16
58376,1,235,111,-5,-49,25848,-2.14,0.0,33
58476,1,231,112,-9,-48,25636,-1.15,0.0,16
58578,1,226,112,-14,-48,25678,-1.17,0.0,18
58709,1,224,112,-16,-48,25631,-2.54,0.0,44
58809,1,217,112,-23,-48,25649,-1.76,0.0,35
58909,1,214,112,-26,-48,25613,-1.77,0.0,32
59009,1,215,113,-25,-47,25631,-3.57,0.0,25
59115,1,214,113,-26,-47,25531,-4.48,0.0,16
59242,1,214,112,-26,-48,25531,-4.65,0.0,36
59409,1,214,113,-26,-47,25631,-3.97,0.0,34
59524,1,203,112,-37,-48,25524,2.18,0.0,33
59636,1,214,113,-26,-47,25548,4.0,0.0,17
59742,1,228,112,-12,-48,25671,-1.39,0.0,16
59842,1,228,112,-12,-48,25579,2.42,0.0,35
59944,1,239,112,-1,-48,25731,3.16,0.0,15
60049,1,249,112,9,-48,25852,2.71,0.0,19
