time_ms,valid,cx,cy,error_x,error_y,area,command_x_rpm,command_y_rpm,frame_ms
28631,1,264,158,24,-2,27019,0.0,0.0,21
29149,1,263,157,23,-3,27019,0.0,0.0,148
29352,1,263,157,23,-3,27019,0.0,0.0,147
29482,1,263,157,23,-3,27019,0.0,0.0,33
29583,1,263,157,23,-3,27019,0.0,0.0,12
29698,1,263,157,23,-3,27019,0.0,0.0,19
29816,1,268,157,28,-3,26970,5.0,0.0,15
29916,1,292,152,52,-8,27649,0.0,0.0,16
30016,1,295,152,55,-8,27957,0.0,0.0,10
30119,1,293,151,53,-9,27886,0.0,0.0,19
30224,1,293,152,53,-8,27758,0.0,0.0,17
30349,1,293,152,53,-8,27886,-5.0,0.0,27
30449,1,275,155,35,-5,27216,-5.0,0.0,13
30549,1,259,158,19,-2,26960,0.0,0.0,14
30649,1,264,156,24,-4,27001,0.0,0.0,12
30756,1,265,156,25,-4,27043,0.0,0.0,18
30882,1,265,156,25,-4,27043,0.0,0.0,46
30984,1,265,157,25,-3,27079,-5.4,0.0,16
31085,1,262,157,22,-3,26941,-4.39,0.0,16
31187,1,255,157,15,-3,26902,-2.61,0.0,15
31297,1,257,157,17,-3,26865,-3.08,0.0,18
31415,1,257,157,17,-3,26944,-3.59,0.0,52
31515,1,248,157,8,-3,26699,-3.03,0.0,33
31615,1,236,158,-4,-2,26589,0.0,0.0,29
31768,1,236,158,-4,-2,26466,1.16,0.0,16
31889,1,243,158,3,-2,26709,0.0,0.0,29
32015,1,243,158,3,-2,26709,0.0,0.0,39
32116,1,243,158,3,-2,26611,0.0,0.0,11
32248,1,243,158,3,-2,26709,0.0,0.0,47
32348,1,243,158,3,-2,26628,10.47,0.0,16
32448,1,267,156,27,-4,19091,6.94,0.0,41
32548,1,291,152,51,-8,27785,1.0,0.0,33
32648,1,291,153,51,-7,27841,-2.75,0.0,30
32754,1,276,155,36,-5,27279,-4.78,0.0,14
32881,1,259,158,19,-2,26765,-3.52,0.0,18
32982,1,248,157,8,-3,26789,-1.0,0.0,34
33084,1,246,157,6,-3,26664,-1.0,0.0,15
33197,1,242,158,2,-2,26611,-9.87,0.0,18
33315,1,210,158,-30,-2,26498,-7.72,0.0,34
33430,1,182,157,-58,-3,26985,2.33,0.0,17
33542,1,186,157,-54,-3,26973,2.88,0.0,28
33647,1,200,157,-40,-3,26700,3.78,0.0,35
33747,1,218,157,-22,-3,26453,4.23,0.0,16
33847,1,228,157,-12,-3,26510,2.85,0.0,34
33947,1,241,157,1,-3,26616,-2.01,0.0,19
34047,1,237,157,-3,-3,26606,1.45,0.0,17
34150,1,239,156,-1,-4,26657,2.3,0.0,21
34264,1,247,156,7,-4,26656,1.0,0.0,16
34380,1,251,155,11,-5,26831,1.0,0.0,30
34488,1,254,155,14,-5,26672,1.12,0.0,14
34597,1,258,155,18,-5,26960,1.2,0.0,18
34708,1,264,154,24,-6,27019,1.0,0.0,17
34814,1,266,154,26,-6,26966,1.19,0.0,43
34914,1,269,154,29,-6,27125,1.2,0.0,33
35014,1,273,154,33,-6,27189,1.3,0.0,29
35114,1,276,154,36,-6,27350,1.4,0.0,32
35247,1,279,153,39,-7,27352,-2.28,0.0,33
35352,1,269,154,29,-6,27175,-4.94,0.0,17
35480,1,250,157,10,-3,26733,-1.0,0.0,47
35580,1,247,157,7,-3,26717,-1.0,0.0,33
35680,1,242,157,2,-3,26611,-1.0,0.0,17
35786,1,237,157,-3,-3,26589,-1.0,0.0,22
35896,1,234,157,-6,-3,26497,-1.15,0.0,17
