time_ms,mode,left_target,right_target,left_mmps,right_mmps,left_pwm,right_pwm,left_error,right_error,count_diff
20,STEP_R,0,300,0,43,0,253,0,257,-1
40,STEP_R,0,300,0,165,0,211,0,135,-8
60,STEP_R,0,300,0,282,0,170,0,18,-18
80,STEP_R,0,300,0,289,0,167,0,11,-28
100,STEP_R,0,300,0,333,0,153,0,-33,-39
120,STEP_R,0,300,0,292,0,166,0,8,-49
140,STEP_R,0,300,0,301,0,164,0,-1,-60
160,STEP_R,0,300,0,290,0,167,0,10,-71
180,STEP_R,0,300,0,300,0,164,0,0,-81
200,STEP_R,0,300,0,334,0,153,0,-34,-92
220,STEP_R,0,300,0,292,0,166,0,8,-102
240,STEP_R,0,300,0,333,0,153,0,-33,-113
260,STEP_R,0,300,0,292,0,166,0,8,-124
280,STEP_R,0,300,0,301,0,164,0,-1,-134
300,STEP_R,0,300,0,334,0,153,0,-34,-145
320,STEP_R,0,300,0,292,0,166,0,8,-155
340,STEP_R,0,300,0,301,0,164,0,-1,-166
360,STEP_R,0,300,0,290,0,167,0,10,-177
380,STEP_R,0,300,0,300,0,164,0,0,-187
400,STEP_R,0,300,0,334,0,153,0,-34,-198
420,STEP_R,0,300,0,292,0,166,0,8,-208
440,STEP_R,0,300,0,301,0,164,0,-1,-219
460,STEP_R,0,300,0,290,0,167,0,10,-230
480,STEP_R,0,300,0,300,0,164,0,0,-240
500,STEP_R,0,300,0,334,0,153,0,-34,-251
520,STEP_R,0,300,0,292,0,166,0,8,-261
540,STEP_R,0,300,0,333,0,153,0,-33,-272
560,STEP_R,0,300,0,292,0,166,0,8,-283
580,STEP_R,0,300,0,301,0,164,0,-1,-293
600,STEP_R,0,300,0,334,0,153,0,-34,-304
620,STEP_R,0,300,0,292,0,166,0,8,-314
640,STEP_R,0,300,0,333,0,153,0,-33,-325
660,STEP_R,0,300,0,292,0,166,0,8,-336
680,STEP_R,0,300,0,301,0,164,0,-1,-346
700,STEP_R,0,300,0,334,0,153,0,-34,-357
720,STEP_R,0,300,0,292,0,166,0,8,-367
740,STEP_R,0,300,0,333,0,153,0,-33,-378
760,STEP_R,0,300,0,292,0,166,0,8,-389
780,STEP_R,0,300,0,301,0,164,0,-1,-399
800,STEP_R,0,300,0,334,0,153,0,-34,-410
820,STEP_R,0,300,0,292,0,166,0,8,-420
840,STEP_R,0,300,0,333,0,153,0,-33,-431
860,STEP_R,0,300,0,292,0,166,0,8,-442
880,STEP_R,0,300,0,301,0,164,0,-1,-452
900,STEP_R,0,300,0,334,0,153,0,-34,-463
920,STEP_R,0,300,0,292,0,166,0,8,-474
940,STEP_R,0,300,0,301,0,164,0,-1,-484
960,STEP_R,0,300,0,334,0,153,0,-34,-495
980,STEP_R,0,300,0,292,0,166,0,8,-505
1000,STEP_R,0,300,0,333,0,153,0,-33,-516
1020,STEP_R,0,300,0,292,0,166,0,8,-527
1040,STEP_R,0,300,0,301,0,164,0,-1,-537
1060,STEP_R,0,300,0,334,0,153,0,-34,-548
1080,STEP_R,0,300,0,292,0,166,0,8,-558
1100,STEP_R,0,300,0,333,0,153,0,-33,-569
1120,STEP_R,0,300,0,292,0,166,0,8,-580
1140,STEP_R,0,300,0,301,0,164,0,-1,-590
1160,STEP_R,0,300,0,334,0,153,0,-34,-601
1180,STEP_R,0,300,0,292,0,166,0,8,-611
1200,STEP_R,0,300,0,301,0,164,0,-1,-622
1220,STEP_R,0,300,0,290,0,167,0,10,-633
1240,STEP_R,0,300,0,300,0,164,0,0,-643
1260,STEP_R,0,300,0,334,0,153,0,-34,-654
1280,STEP_R,0,300,0,292,0,166,0,8,-664
1300,STEP_R,0,300,0,301,0,164,0,-1,-675
1320,STEP_R,0,300,0,290,0,167,0,10,-686
1340,STEP_R,0,300,0,300,0,164,0,0,-696
1360,STEP_R,0,300,0,334,0,153,0,-34,-707
1380,STEP_R,0,300,0,292,0,166,0,8,-718
1400,STEP_R,0,300,0,301,0,164,0,-1,-728
1420,STEP_R,0,300,0,290,0,167,0,10,-739
1440,STEP_R,0,300,0,300,0,164,0,0,-749
1460,STEP_R,0,300,0,301,0,164,0,-1,-760
1480,STEP_R,0,300,0,290,0,167,0,10,-771
1500,STEP_R,0,300,0,300,0,164,0,0,-781
1520,STEP_R,0,300,0,334,0,153,0,-34,-792
1540,STEP_R,0,300,0,292,0,166,0,8,-802
1560,STEP_R,0,300,0,301,0,164,0,-1,-813
1580,STEP_R,0,300,0,334,0,153,0,-34,-824
1600,STEP_R,0,300,0,292,0,166,0,8,-834
1620,STEP_R,0,300,0,333,0,153,0,-33,-845
1640,STEP_R,0,300,0,292,0,166,0,8,-856
1660,STEP_R,0,300,0,301,0,164,0,-1,-866
1680,STEP_R,0,300,0,334,0,153,0,-34,-877
1700,STEP_R,0,300,0,292,0,166,0,8,-887
1720,STEP_R,0,300,0,333,0,153,0,-33,-898
1740,STEP_R,0,300,0,292,0,166,0,8,-909
1760,STEP_R,0,300,0,301,0,164,0,-1,-919
1780,STEP_R,0,300,0,334,0,153,0,-34,-930
