time_ms,mode,left_target,right_target,left_mmps,right_mmps,left_pwm,right_pwm,left_error,right_error,count_diff
20,STEP_R,0,300,0,43,0,253,0,257,-1
40,STEP_R,0,300,0,209,0,195,0,91,-8
60,STEP_R,0,300,0,274,0,173,0,26,-17
80,STEP_R,0,300,0,289,0,167,0,11,-28
100,STEP_R,0,300,0,333,0,153,0,-33,-38
120,STEP_R,0,300,0,334,0,153,0,-34,-49
140,STEP_R,0,300,0,292,0,166,0,8,-59
160,STEP_R,0,300,0,333,0,153,0,-33,-70
180,STEP_R,0,300,0,292,0,166,0,8,-81
200,STEP_R,0,300,0,301,0,164,0,-1,-91
220,STEP_R,0,300,0,334,0,153,0,-34,-102
240,STEP_R,0,300,0,292,0,166,0,8,-112
260,STEP_R,0,300,0,333,0,153,0,-33,-123
280,STEP_R,0,300,0,292,0,166,0,8,-134
300,STEP_R,0,300,0,301,0,164,0,-1,-144
320,STEP_R,0,300,0,292,0,166,0,8,-155
340,STEP_R,0,300,0,292,0,166,0,8,-165
360,STEP_R,0,300,0,301,0,164,0,-1,-176
380,STEP_R,0,300,0,290,0,167,0,10,-187
400,STEP_R,0,300,0,300,0,164,0,0,-197
420,STEP_R,0,300,0,334,0,153,0,-34,-208
440,STEP_R,0,300,0,292,0,166,0,8,-219
460,STEP_R,0,300,0,301,0,164,0,-1,-229
480,STEP_R,0,300,0,290,0,167,0,10,-240
500,STEP_R,0,300,0,300,0,164,0,0,-250
520,STEP_R,0,300,0,334,0,153,0,-34,-261
540,STEP_R,0,300,0,292,0,166,0,8,-272
560,STEP_R,0,300,0,301,0,164,0,-1,-282
580,STEP_R,0,300,0,290,0,167,0,10,-293
600,STEP_R,0,300,0,300,0,164,0,0,-303
620,STEP_R,0,300,0,334,0,153,0,-34,-314
640,STEP_R,0,300,0,292,0,166,0,8,-325
660,STEP_R,0,300,0,301,0,164,0,-1,-335
680,STEP_R,0,300,0,334,0,153,0,-34,-346
700,STEP_R,0,300,0,292,0,166,0,8,-356
720,STEP_R,0,300,0,333,0,153,0,-33,-367
740,STEP_R,0,300,0,336,0,152,0,-36,-378
760,STEP_R,0,300,0,292,0,166,0,8,-388
780,STEP_R,0,300,0,333,0,153,0,-33,-399
800,STEP_R,0,300,0,292,0,166,0,8,-409
820,STEP_R,0,300,0,301,0,164,0,-1,-420
840,STEP_R,0,300,0,334,0,153,0,-34,-431
860,STEP_R,0,300,0,292,0,166,0,8,-441
880,STEP_R,0,300,0,301,0,164,0,-1,-452
900,STEP_R,0,300,0,290,0,167,0,10,-463
920,STEP_R,0,300,0,300,0,164,0,0,-473
940,STEP_R,0,300,0,334,0,153,0,-34,-484
960,STEP_R,0,300,0,292,0,166,0,8,-495
980,STEP_R,0,300,0,301,0,164,0,-1,-505
1000,STEP_R,0,300,0,334,0,153,0,-34,-516
1020,STEP_R,0,300,0,292,0,166,0,8,-526
1040,STEP_R,0,300,0,301,0,164,0,-1,-537
1060,STEP_R,0,300,0,290,0,167,0,10,-548
1080,STEP_R,0,300,0,300,0,164,0,0,-558
1100,STEP_R,0,300,0,334,0,153,0,-34,-569
1120,STEP_R,0,300,0,292,0,166,0,8,-579
1140,STEP_R,0,300,0,301,0,164,0,-1,-590
1160,STEP_R,0,300,0,334,0,153,0,-34,-601
1180,STEP_R,0,300,0,292,0,166,0,8,-611
1200,STEP_R,0,300,0,290,0,167,0,10,-622
1220,STEP_R,0,300,0,292,0,166,0,8,-633
1240,STEP_R,0,300,0,301,0,164,0,-1,-643
1260,STEP_R,0,300,0,334,0,153,0,-34,-654
1280,STEP_R,0,300,0,292,0,166,0,8,-664
1300,STEP_R,0,300,0,333,0,153,0,-33,-675
1320,STEP_R,0,300,0,292,0,166,0,8,-686
1340,STEP_R,0,300,0,301,0,164,0,-1,-696
1360,STEP_R,0,300,0,334,0,153,0,-34,-707
1380,STEP_R,0,300,0,292,0,166,0,8,-718
1400,STEP_R,0,300,0,301,0,164,0,-1,-728
1420,STEP_R,0,300,0,334,0,153,0,-34,-739
1440,STEP_R,0,300,0,292,0,166,0,8,-749
1460,STEP_R,0,300,0,333,0,153,0,-33,-760
1480,STEP_R,0,300,0,292,0,166,0,8,-771
1500,STEP_R,0,300,0,301,0,164,0,-1,-781
1520,STEP_R,0,300,0,334,0,153,0,-34,-792
1540,STEP_R,0,300,0,292,0,166,0,8,-802
1560,STEP_R,0,300,0,301,0,164,0,-1,-813
