time_ms,mode,left_target,right_target,left_mmps,right_mmps,left_pwm,right_pwm,left_error,right_error,count_diff
20,STEP_L,300,0,87,0,384,0,213,0,2
40,STEP_L,300,0,309,0,162,0,-9,0,12
60,STEP_L,300,0,345,0,126,0,-45,0,24
80,STEP_L,300,0,303,0,168,0,-3,0,35
100,STEP_L,300,0,292,0,179,0,8,0,45
120,STEP_L,300,0,290,0,181,0,10,0,55
140,STEP_L,300,0,300,0,171,0,0,0,66
160,STEP_L,300,0,290,0,181,0,10,0,76
180,STEP_L,300,0,300,0,171,0,0,0,87
200,STEP_L,300,0,290,0,181,0,10,0,98
220,STEP_L,300,0,300,0,171,0,0,0,108
240,STEP_L,300,0,334,0,137,0,-34,0,119
260,STEP_L,300,0,292,0,179,0,8,0,129
280,STEP_L,300,0,333,0,138,0,-33,0,140
300,STEP_L,300,0,292,0,179,0,8,0,150
320,STEP_L,300,0,333,0,138,0,-33,0,161
340,STEP_L,300,0,292,0,179,0,8,0,172
360,STEP_L,300,0,301,0,170,0,-1,0,182
380,STEP_L,300,0,290,0,181,0,10,0,193
400,STEP_L,300,0,300,0,171,0,0,0,203
420,STEP_L,300,0,290,0,181,0,10,0,214
440,STEP_L,300,0,300,0,171,0,0,0,224
460,STEP_L,300,0,334,0,137,0,-34,0,235
480,STEP_L,300,0,292,0,179,0,8,0,245
500,STEP_L,300,0,333,0,138,0,-33,0,256
520,STEP_L,300,0,292,0,179,0,8,0,266
540,STEP_L,300,0,333,0,138,0,-33,0,277
560,STEP_L,300,0,292,0,179,0,8,0,287
580,STEP_L,300,0,333,0,138,0,-33,0,298
600,STEP_L,300,0,292,0,179,0,8,0,309
620,STEP_L,300,0,301,0,170,0,-1,0,319
640,STEP_L,300,0,290,0,181,0,10,0,329
660,STEP_L,300,0,300,0,171,0,0,0,340
680,STEP_L,300,0,290,0,181,0,10,0,351
700,STEP_L,300,0,333,0,138,0,-33,0,361
720,STEP_L,300,0,334,0,137,0,-34,0,372
740,STEP_L,300,0,292,0,179,0,8,0,382
760,STEP_L,300,0,290,0,181,0,10,0,393
780,STEP_L,300,0,300,0,171,0,0,0,404
800,STEP_L,300,0,301,0,170,0,-1,0,414
820,STEP_L,300,0,290,0,181,0,10,0,424
840,STEP_L,300,0,333,0,138,0,-33,0,435
860,STEP_L,300,0,292,0,179,0,8,0,446
880,STEP_L,300,0,301,0,170,0,-1,0,456
900,STEP_L,300,0,290,0,181,0,10,0,467
920,STEP_L,300,0,300,0,171,0,0,0,477
940,STEP_L,300,0,290,0,181,0,10,0,488
960,STEP_L,300,0,300,0,171,0,0,0,498
980,STEP_L,300,0,334,0,137,0,-34,0,509
1000,STEP_L,300,0,292,0,179,0,8,0,519
1020,STEP_L,300,0,333,0,138,0,-33,0,530
1040,STEP_L,300,0,292,0,179,0,8,0,540
1060,STEP_L,300,0,333,0,138,0,-33,0,551
1080,STEP_L,300,0,292,0,179,0,8,0,561
1100,STEP_L,300,0,301,0,170,0,-1,0,572
1120,STEP_L,300,0,290,0,181,0,10,0,582
1140,STEP_L,300,0,333,0,138,0,-33,0,593
1160,STEP_L,300,0,336,0,135,0,-36,0,604
1180,STEP_L,300,0,292,0,179,0,8,0,614
1200,STEP_L,300,0,290,0,181,0,10,0,624
1220,STEP_L,300,0,300,0,171,0,0,0,635
1240,STEP_L,300,0,334,0,137,0,-34,0,646
1260,STEP_L,300,0,292,0,179,0,8,0,656
1280,STEP_L,300,0,290,0,181,0,10,0,667
1300,STEP_L,300,0,300,0,171,0,0,0,677
1320,STEP_L,300,0,301,0,170,0,-1,0,688
1340,STEP_L,300,0,290,0,181,0,10,0,698
1360,STEP_L,300,0,333,0,138,0,-33,0,709
1380,STEP_L,300,0,292,0,179,0,8,0,719
1400,STEP_L,300,0,301,0,170,0,-1,0,730
1420,STEP_L,300,0,290,0,181,0,10,0,740
1440,STEP_L,300,0,300,0,171,0,0,0,751
1460,STEP_L,300,0,290,0,181,0,10,0,762
1480,STEP_L,300,0,300,0,171,0,0,0,772
1500,STEP_L,300,0,290,0,181,0,10,0,783
1520,STEP_L,300,0,300,0,171,0,0,0,793
1540,STEP_L,300,0,301,0,170,0,-1,0,804
1560,STEP_L,300,0,290,0,181,0,10,0,814
1580,STEP_L,300,0,333,0,138,0,-33,0,825
1600,STEP_L,300,0,292,0,179,0,8,0,835
1620,STEP_L,300,0,333,0,138,0,-33,0,846
1640,STEP_L,300,0,292,0,179,0,8,0,857
1660,STEP_L,300,0,301,0,170,0,-1,0,867
1680,STEP_L,300,0,290,0,181,0,10,0,878
1700,STEP_L,300,0,300,0,171,0,0,0,888
1720,STEP_L,300,0,334,0,137,0,-34,0,899
1740,STEP_L,300,0,292,0,179,0,8,0,909
1760,STEP_L,300,0,290,0,181,0,10,0,920
1780,STEP_L,300,0,300,0,171,0,0,0,931
