time_ms,mode,left_target,right_target,left_mmps,right_mmps,left_pwm,right_pwm,left_error,right_error,count_diff
20,STEP_R,0,300,0,43,0,255,0,257,-1
40,STEP_R,0,300,0,209,0,199,0,91,-8
60,STEP_R,0,300,0,274,0,177,0,26,-17
80,STEP_R,0,300,0,332,0,157,0,-32,-28
100,STEP_R,0,300,0,336,0,156,0,-36,-39
120,STEP_R,0,300,0,292,0,170,0,8,-50
140,STEP_R,0,300,0,301,0,168,0,-1,-60
160,STEP_R,0,300,0,301,0,167,0,-1,-71
180,STEP_R,0,300,0,334,0,156,0,-34,-82
200,STEP_R,0,300,0,336,0,155,0,-36,-93
220,STEP_R,0,300,0,292,0,169,0,8,-104
240,STEP_R,0,300,0,301,0,167,0,-1,-115
260,STEP_R,0,300,0,301,0,167,0,-1,-125
280,STEP_R,0,300,0,301,0,167,0,-1,-136
300,STEP_R,0,300,0,334,0,155,0,-34,-147
320,STEP_R,0,300,0,336,0,154,0,-36,-158
340,STEP_R,0,300,0,292,0,168,0,8,-169
360,STEP_R,0,300,0,301,0,166,0,-1,-179
380,STEP_R,0,300,0,334,0,155,0,-34,-190
400,STEP_R,0,300,0,336,0,154,0,-36,-201
420,STEP_R,0,300,0,292,0,168,0,8,-212
440,STEP_R,0,300,0,301,0,166,0,-1,-222
460,STEP_R,0,300,0,301,0,166,0,-1,-233
480,STEP_R,0,300,0,334,0,154,0,-34,-244
500,STEP_R,0,300,0,292,0,167,0,8,-255
520,STEP_R,0,300,0,301,0,165,0,-1,-265
540,STEP_R,0,300,0,301,0,165,0,-1,-276
560,STEP_R,0,300,0,334,0,154,0,-34,-287
580,STEP_R,0,300,0,292,0,167,0,8,-298
600,STEP_R,0,300,0,301,0,165,0,-1,-308
620,STEP_R,0,300,0,334,0,154,0,-34,-319
640,STEP_R,0,300,0,292,0,167,0,8,-330
660,STEP_R,0,300,0,301,0,165,0,-1,-340
680,STEP_R,0,300,0,301,0,164,0,-1,-351
700,STEP_R,0,300,0,334,0,153,0,-34,-362
720,STEP_R,0,300,0,292,0,166,0,8,-373
740,STEP_R,0,300,0,301,0,164,0,-1,-383
760,STEP_R,0,300,0,334,0,153,0,-34,-394
780,STEP_R,0,300,0,292,0,166,0,8,-404
800,STEP_R,0,300,0,334,0,153,0,-34,-415
820,STEP_R,0,300,0,334,0,153,0,-34,-426
840,STEP_R,0,300,0,292,0,166,0,8,-436
860,STEP_R,0,300,0,301,0,164,0,-1,-447
880,STEP_R,0,300,0,290,0,167,0,10,-458
900,STEP_R,0,300,0,300,0,164,0,0,-468
920,STEP_R,0,300,0,301,0,164,0,-1,-479
