time_ms,mode,left_target,right_target,left_mmps,right_mmps,left_pwm,right_pwm,left_error,right_error,count_diff
20,STEP_L,300,0,43,0,338,0,257,0,2
40,STEP_L,300,0,220,0,223,0,80,0,12
60,STEP_L,300,0,340,0,145,0,-40,0,23
80,STEP_L,300,0,336,0,148,0,-36,0,34
100,STEP_L,300,0,292,0,176,0,8,0,44
120,STEP_L,300,0,333,0,150,0,-33,0,55
140,STEP_L,300,0,292,0,176,0,8,0,66
160,STEP_L,300,0,301,0,171,0,-1,0,76
180,STEP_L,300,0,290,0,177,0,10,0,87
200,STEP_L,300,0,300,0,171,0,0,0,97
220,STEP_L,300,0,334,0,149,0,-34,0,108
240,STEP_L,300,0,292,0,176,0,8,0,119
260,STEP_L,300,0,301,0,171,0,-1,0,129
280,STEP_L,300,0,290,0,177,0,10,0,140
300,STEP_L,300,0,300,0,171,0,0,0,150
320,STEP_L,300,0,334,0,149,0,-34,0,161
340,STEP_L,300,0,292,0,176,0,8,0,172
360,STEP_L,300,0,301,0,171,0,-1,0,182
380,STEP_L,300,0,290,0,177,0,10,0,193
400,STEP_L,300,0,300,0,171,0,0,0,203
420,STEP_L,300,0,334,0,149,0,-34,0,214
440,STEP_L,300,0,292,0,176,0,8,0,224
460,STEP_L,300,0,333,0,150,0,-33,0,235
480,STEP_L,300,0,292,0,176,0,8,0,246
500,STEP_L,300,0,301,0,171,0,-1,0,256
520,STEP_L,300,0,334,0,149,0,-34,0,267
540,STEP_L,300,0,292,0,176,0,8,0,277
560,STEP_L,300,0,333,0,150,0,-33,0,288
580,STEP_L,300,0,292,0,176,0,8,0,299
600,STEP_L,300,0,301,0,171,0,-1,0,309
620,STEP_L,300,0,334,0,149,0,-34,0,320
640,STEP_L,300,0,292,0,176,0,8,0,330
660,STEP_L,300,0,333,0,150,0,-33,0,341
680,STEP_L,300,0,292,0,176,0,8,0,352
700,STEP_L,300,0,301,0,171,0,-1,0,362
720,STEP_L,300,0,334,0,149,0,-34,0,373
740,STEP_L,300,0,292,0,176,0,8,0,383
760,STEP_L,300,0,333,0,150,0,-33,0,394
780,STEP_L,300,0,292,0,176,0,8,0,405
800,STEP_L,300,0,301,0,171,0,-1,0,415
820,STEP_L,300,0,290,0,177,0,10,0,426
840,STEP_L,300,0,300,0,171,0,0,0,436
860,STEP_L,300,0,334,0,149,0,-34,0,447
880,STEP_L,300,0,292,0,176,0,8,0,458
900,STEP_L,300,0,301,0,171,0,-1,0,468
920,STEP_L,300,0,290,0,177,0,10,0,479
940,STEP_L,300,0,300,0,171,0,0,0,489
960,STEP_L,300,0,334,0,149,0,-34,0,500
980,STEP_L,300,0,292,0,176,0,8,0,511
1000,STEP_L,300,0,301,0,171,0,-1,0,521
1020,STEP_L,300,0,290,0,177,0,10,0,532
1040,STEP_L,300,0,300,0,171,0,0,0,542
1060,STEP_L,300,0,334,0,149,0,-34,0,553
1080,STEP_L,300,0,292,0,176,0,8,0,564
1100,STEP_L,300,0,301,0,171,0,-1,0,574
1120,STEP_L,300,0,290,0,177,0,10,0,585
1140,STEP_L,300,0,300,0,171,0,0,0,595
1160,STEP_L,300,0,334,0,149,0,-34,0,606
1180,STEP_L,300,0,292,0,176,0,8,0,617
1200,STEP_L,300,0,301,0,171,0,-1,0,627
1220,STEP_L,300,0,290,0,177,0,10,0,638
1240,STEP_L,300,0,300,0,171,0,0,0,648
1260,STEP_L,300,0,334,0,149,0,-34,0,659
1280,STEP_L,300,0,292,0,176,0,8,0,669
1300,STEP_L,300,0,333,0,150,0,-33,0,680
1320,STEP_L,300,0,292,0,176,0,8,0,691
1340,STEP_L,300,0,301,0,171,0,-1,0,701
1360,STEP_L,300,0,334,0,149,0,-34,0,712
1380,STEP_L,300,0,292,0,176,0,8,0,722
1400,STEP_L,300,0,333,0,150,0,-33,0,733
1420,STEP_L,300,0,292,0,176,0,8,0,744
1440,STEP_L,300,0,301,0,171,0,-1,0,754
1460,STEP_L,300,0,334,0,149,0,-34,0,765
1480,STEP_L,300,0,292,0,176,0,8,0,775
1500,STEP_L,300,0,333,0,150,0,-33,0,786
1520,STEP_L,300,0,292,0,176,0,8,0,797
1540,STEP_L,300,0,301,0,171,0,-1,0,807
1560,STEP_L,300,0,290,0,177,0,10,0,818
1580,STEP_L,300,0,300,0,171,0,0,0,829
1600,STEP_L,300,0,301,0,171,0,-1,0,839
1620,STEP_L,300,0,290,0,177,0,10,0,850
1640,STEP_L,300,0,300,0,171,0,0,0,860
1660,STEP_L,300,0,290,0,177,0,10,0,871
1680,STEP_L,300,0,300,0,171,0,0,0,881
1700,STEP_L,300,0,301,0,171,0,-1,0,892
1720,STEP_L,300,0,290,0,177,0,10,0,903
1740,STEP_L,300,0,300,0,171,0,0,0,913
1760,STEP_L,300,0,334,0,149,0,-34,0,924
1780,STEP_L,300,0,292,0,176,0,8,0,934
