time_ms,mode,left_target,right_target,left_mmps,right_mmps,left_pwm,right_pwm,left_error,right_error,count_diff
20,STEP_R,0,300,0,87,0,377,0,213,-2
40,STEP_R,0,300,0,309,0,155,0,-9,-13
60,STEP_R,0,300,0,345,0,119,0,-45,-25
80,STEP_R,0,300,0,304,0,160,0,-4,-35
100,STEP_R,0,300,0,290,0,174,0,10,-45
120,STEP_R,0,300,0,290,0,174,0,10,-56
140,STEP_R,0,300,0,300,0,164,0,0,-67
160,STEP_R,0,300,0,290,0,174,0,10,-77
180,STEP_R,0,300,0,300,0,164,0,0,-88
200,STEP_R,0,300,0,290,0,174,0,10,-98
220,STEP_R,0,300,0,300,0,164,0,0,-109
240,STEP_R,0,300,0,290,0,174,0,10,-119
260,STEP_R,0,300,0,300,0,164,0,0,-130
280,STEP_R,0,300,0,290,0,174,0,10,-140
300,STEP_R,0,300,0,300,0,164,0,0,-151
320,STEP_R,0,300,0,290,0,174,0,10,-161
340,STEP_R,0,300,0,300,0,164,0,0,-172
360,STEP_R,0,300,0,290,0,174,0,10,-182
380,STEP_R,0,300,0,300,0,164,0,0,-193
400,STEP_R,0,300,0,290,0,174,0,10,-203
420,STEP_R,0,300,0,300,0,164,0,0,-214
440,STEP_R,0,300,0,290,0,174,0,10,-224
460,STEP_R,0,300,0,300,0,164,0,0,-235
480,STEP_R,0,300,0,290,0,174,0,10,-245
500,STEP_R,0,300,0,300,0,164,0,0,-256
520,STEP_R,0,300,0,290,0,174,0,10,-266
540,STEP_R,0,300,0,300,0,164,0,0,-277
560,STEP_R,0,300,0,290,0,174,0,10,-287
580,STEP_R,0,300,0,300,0,164,0,0,-298
600,STEP_R,0,300,0,334,0,130,0,-34,-308
620,STEP_R,0,300,0,292,0,172,0,8,-318
640,STEP_R,0,300,0,290,0,174,0,10,-329
660,STEP_R,0,300,0,300,0,164,0,0,-340
680,STEP_R,0,300,0,290,0,174,0,10,-350
700,STEP_R,0,300,0,300,0,164,0,0,-361
720,STEP_R,0,300,0,334,0,130,0,-34,-371
740,STEP_R,0,300,0,292,0,172,0,8,-381
760,STEP_R,0,300,0,290,0,174,0,10,-392
780,STEP_R,0,300,0,300,0,164,0,0,-403
800,STEP_R,0,300,0,290,0,174,0,10,-413
820,STEP_R,0,300,0,300,0,164,0,0,-424
840,STEP_R,0,300,0,290,0,174,0,10,-434
860,STEP_R,0,300,0,300,0,164,0,0,-445
880,STEP_R,0,300,0,290,0,174,0,10,-455
900,STEP_R,0,300,0,300,0,164,0,0,-466
920,STEP_R,0,300,0,334,0,130,0,-34,-476
940,STEP_R,0,300,0,292,0,172,0,8,-487
960,STEP_R,0,300,0,290,0,174,0,10,-497
980,STEP_R,0,300,0,300,0,164,0,0,-508
1000,STEP_R,0,300,0,290,0,174,0,10,-518
1020,STEP_R,0,300,0,300,0,164,0,0,-529
1040,STEP_R,0,300,0,290,0,174,0,10,-539
1060,STEP_R,0,300,0,300,0,164,0,0,-550
1080,STEP_R,0,300,0,290,0,174,0,10,-560
1100,STEP_R,0,300,0,300,0,164,0,0,-571
1120,STEP_R,0,300,0,334,0,130,0,-34,-581
1140,STEP_R,0,300,0,292,0,172,0,8,-591
1160,STEP_R,0,300,0,290,0,174,0,10,-602
1180,STEP_R,0,300,0,300,0,164,0,0,-613
1200,STEP_R,0,300,0,290,0,174,0,10,-623
1220,STEP_R,0,300,0,300,0,164,0,0,-634
1240,STEP_R,0,300,0,290,0,174,0,10,-644
1260,STEP_R,0,300,0,300,0,164,0,0,-655
1280,STEP_R,0,300,0,290,0,174,0,10,-665
1300,STEP_R,0,300,0,300,0,164,0,0,-676
1320,STEP_R,0,300,0,290,0,174,0,10,-686
1340,STEP_R,0,300,0,300,0,164,0,0,-697
1360,STEP_R,0,300,0,334,0,130,0,-34,-707
1380,STEP_R,0,300,0,292,0,172,0,8,-717
1400,STEP_R,0,300,0,290,0,174,0,10,-728
1420,STEP_R,0,300,0,300,0,164,0,0,-739
1440,STEP_R,0,300,0,290,0,174,0,10,-749
1460,STEP_R,0,300,0,300,0,164,0,0,-760
1480,STEP_R,0,300,0,334,0,130,0,-34,-770
1500,STEP_R,0,300,0,292,0,172,0,8,-780
1520,STEP_R,0,300,0,290,0,174,0,10,-791
1540,STEP_R,0,300,0,300,0,164,0,0,-802
1560,STEP_R,0,300,0,334,0,130,0,-34,-812
1580,STEP_R,0,300,0,292,0,172,0,8,-823
1600,STEP_R,0,300,0,290,0,174,0,10,-833
1620,STEP_R,0,300,0,300,0,164,0,0,-844
1640,STEP_R,0,300,0,334,0,130,0,-34,-854
1660,STEP_R,0,300,0,292,0,172,0,8,-865
1680,STEP_R,0,300,0,290,0,174,0,10,-875
1700,STEP_R,0,300,0,300,0,164,0,0,-886
1720,STEP_R,0,300,0,290,0,174,0,10,-896
1740,STEP_R,0,300,0,300,0,164,0,0,-907
1760,STEP_R,0,300,0,334,0,130,0,-34,-917
1780,STEP_R,0,300,0,292,0,172,0,8,-927
