time_ms,mode,left_target,right_target,left_mmps,right_mmps,left_pwm,right_pwm,left_error,right_error,count_diff
20,STEP_L,300,0,87,0,341,0,213,0,3
40,STEP_L,300,0,266,0,198,0,34,0,13
60,STEP_L,300,0,332,0,146,0,-32,0,24
80,STEP_L,300,0,303,0,169,0,-3,0,35
100,STEP_L,300,0,334,0,144,0,-34,0,45
120,STEP_L,300,0,292,0,177,0,8,0,56
140,STEP_L,300,0,333,0,145,0,-33,0,66
160,STEP_L,300,0,292,0,177,0,8,0,77
180,STEP_L,300,0,301,0,171,0,-1,0,88
200,STEP_L,300,0,290,0,179,0,10,0,98
220,STEP_L,300,0,300,0,171,0,0,0,109
240,STEP_L,300,0,290,0,179,0,10,0,119
260,STEP_L,300,0,300,0,171,0,0,0,130
280,STEP_L,300,0,334,0,144,0,-34,0,141
300,STEP_L,300,0,292,0,177,0,8,0,151
320,STEP_L,300,0,301,0,171,0,-1,0,161
340,STEP_L,300,0,290,0,179,0,10,0,172
360,STEP_L,300,0,300,0,171,0,0,0,183
380,STEP_L,300,0,290,0,179,0,10,0,193
400,STEP_L,300,0,300,0,171,0,0,0,204
420,STEP_L,300,0,334,0,144,0,-34,0,214
440,STEP_L,300,0,292,0,177,0,8,0,225
460,STEP_L,300,0,333,0,145,0,-33,0,236
480,STEP_L,300,0,292,0,177,0,8,0,246
500,STEP_L,300,0,301,0,171,0,-1,0,257
520,STEP_L,300,0,290,0,179,0,10,0,267
540,STEP_L,300,0,300,0,171,0,0,0,278
560,STEP_L,300,0,334,0,144,0,-34,0,289
580,STEP_L,300,0,292,0,177,0,8,0,299
600,STEP_L,300,0,301,0,171,0,-1,0,310
620,STEP_L,300,0,290,0,179,0,10,0,320
640,STEP_L,300,0,300,0,171,0,0,0,331
660,STEP_L,300,0,290,0,179,0,10,0,341
680,STEP_L,300,0,300,0,171,0,0,0,352
700,STEP_L,300,0,334,0,144,0,-34,0,363
720,STEP_L,300,0,292,0,177,0,8,0,373
740,STEP_L,300,0,301,0,171,0,-1,0,383
760,STEP_L,300,0,290,0,179,0,10,0,394
780,STEP_L,300,0,300,0,171,0,0,0,405
800,STEP_L,300,0,290,0,179,0,10,0,415
820,STEP_L,300,0,300,0,171,0,0,0,426
840,STEP_L,300,0,334,0,144,0,-34,0,437
860,STEP_L,300,0,292,0,177,0,8,0,447
880,STEP_L,300,0,301,0,171,0,-1,0,457
900,STEP_L,300,0,290,0,179,0,10,0,468
920,STEP_L,300,0,300,0,171,0,0,0,479
940,STEP_L,300,0,290,0,179,0,10,0,489
960,STEP_L,300,0,300,0,171,0,0,0,500
980,STEP_L,300,0,301,0,171,0,-1,0,510
1000,STEP_L,300,0,290,0,179,0,10,0,521
1020,STEP_L,300,0,333,0,145,0,-33,0,532
1040,STEP_L,300,0,292,0,177,0,8,0,542
1060,STEP_L,300,0,301,0,171,0,-1,0,553
1080,STEP_L,300,0,334,0,144,0,-34,0,563
1100,STEP_L,300,0,292,0,177,0,8,0,574
1120,STEP_L,300,0,333,0,145,0,-33,0,584
1140,STEP_L,300,0,292,0,177,0,8,0,595
1160,STEP_L,300,0,301,0,171,0,-1,0,606
1180,STEP_L,300,0,290,0,179,0,10,0,616
1200,STEP_L,300,0,300,0,171,0,0,0,627
1220,STEP_L,300,0,334,0,144,0,-34,0,637
1240,STEP_L,300,0,292,0,177,0,8,0,648
1260,STEP_L,300,0,333,0,145,0,-33,0,658
1280,STEP_L,300,0,292,0,177,0,8,0,669
1300,STEP_L,300,0,301,0,171,0,-1,0,679
1320,STEP_L,300,0,290,0,179,0,10,0,690
1340,STEP_L,300,0,300,0,171,0,0,0,701
1360,STEP_L,300,0,334,0,144,0,-34,0,711
1380,STEP_L,300,0,292,0,177,0,8,0,722
