time_ms,mode,left_target,right_target,left_mmps,right_mmps,left_pwm,right_pwm,left_error,right_error,count_diff
20,STEP_L,300,0,43,0,260,0,257,0,2
40,STEP_L,300,0,165,0,218,0,135,0,9
60,STEP_L,300,0,282,0,177,0,18,0,19
80,STEP_L,300,0,289,0,174,0,11,0,30
100,STEP_L,300,0,300,0,171,0,0,0,40
120,STEP_L,300,0,334,0,160,0,-34,0,51
140,STEP_L,300,0,292,0,173,0,8,0,62
160,STEP_L,300,0,301,0,171,0,-1,0,72
180,STEP_L,300,0,334,0,160,0,-34,0,83
200,STEP_L,300,0,292,0,173,0,8,0,94
220,STEP_L,300,0,301,0,171,0,-1,0,105
240,STEP_L,300,0,301,0,171,0,-1,0,115
260,STEP_L,300,0,290,0,174,0,10,0,126
280,STEP_L,300,0,300,0,171,0,0,0,137
300,STEP_L,300,0,301,0,171,0,-1,0,147
320,STEP_L,300,0,334,0,160,0,-34,0,158
340,STEP_L,300,0,292,0,173,0,8,0,169
360,STEP_L,300,0,301,0,171,0,-1,0,179
380,STEP_L,300,0,334,0,160,0,-34,0,190
400,STEP_L,300,0,292,0,173,0,8,0,201
420,STEP_L,300,0,301,0,171,0,-1,0,211
440,STEP_L,300,0,334,0,160,0,-34,0,222
460,STEP_L,300,0,292,0,173,0,8,0,233
480,STEP_L,300,0,301,0,171,0,-1,0,243
500,STEP_L,300,0,334,0,160,0,-34,0,254
520,STEP_L,300,0,292,0,173,0,8,0,265
540,STEP_L,300,0,301,0,171,0,-1,0,275
560,STEP_L,300,0,334,0,160,0,-34,0,286
580,STEP_L,300,0,336,0,159,0,-36,0,297
600,STEP_L,300,0,292,0,173,0,8,0,307
620,STEP_L,300,0,301,0,171,0,-1,0,318
640,STEP_L,300,0,290,0,174,0,10,0,329
660,STEP_L,300,0,300,0,171,0,0,0,340
680,STEP_L,300,0,301,0,171,0,-1,0,350
700,STEP_L,300,0,334,0,160,0,-34,0,361
720,STEP_L,300,0,292,0,173,0,8,0,372
740,STEP_L,300,0,301,0,171,0,-1,0,382
760,STEP_L,300,0,334,0,160,0,-34,0,393
780,STEP_L,300,0,292,0,173,0,8,0,404
800,STEP_L,300,0,301,0,171,0,-1,0,414
820,STEP_L,300,0,334,0,160,0,-34,0,425
840,STEP_L,300,0,292,0,173,0,8,0,436
860,STEP_L,300,0,301,0,171,0,-1,0,446
880,STEP_L,300,0,334,0,160,0,-34,0,457
900,STEP_L,300,0,292,0,173,0,8,0,468
920,STEP_L,300,0,301,0,171,0,-1,0,478
940,STEP_L,300,0,334,0,160,0,-34,0,489
960,STEP_L,300,0,292,0,173,0,8,0,500
980,STEP_L,300,0,301,0,171,0,-1,0,510
1000,STEP_L,300,0,334,0,160,0,-34,0,521
1020,STEP_L,300,0,336,0,159,0,-36,0,532
1040,STEP_L,300,0,292,0,173,0,8,0,542
1060,STEP_L,300,0,333,0,160,0,-33,0,553
1080,STEP_L,300,0,292,0,173,0,8,0,564
1100,STEP_L,300,0,301,0,171,0,-1,0,575
1120,STEP_L,300,0,301,0,171,0,-1,0,585
1140,STEP_L,300,0,334,0,160,0,-34,0,596
1160,STEP_L,300,0,292,0,173,0,8,0,606
1180,STEP_L,300,0,301,0,171,0,-1,0,617
1200,STEP_L,300,0,290,0,174,0,10,0,628
1220,STEP_L,300,0,300,0,171,0,0,0,639
1240,STEP_L,300,0,301,0,171,0,-1,0,649
1260,STEP_L,300,0,334,0,160,0,-34,0,660
1280,STEP_L,300,0,292,0,173,0,8,0,670
1300,STEP_L,300,0,301,0,171,0,-1,0,681
1320,STEP_L,300,0,334,0,160,0,-34,0,692
1340,STEP_L,300,0,292,0,173,0,8,0,703
1360,STEP_L,300,0,301,0,171,0,-1,0,713
1380,STEP_L,300,0,334,0,160,0,-34,0,724
1400,STEP_L,300,0,292,0,173,0,8,0,735
1420,STEP_L,300,0,301,0,171,0,-1,0,745
1440,STEP_L,300,0,334,0,160,0,-34,0,756
1460,STEP_L,300,0,292,0,173,0,8,0,767
1480,STEP_L,300,0,301,0,171,0,-1,0,777
1500,STEP_L,300,0,334,0,160,0,-34,0,788
1520,STEP_L,300,0,292,0,173,0,8,0,799
1540,STEP_L,300,0,301,0,171,0,-1,0,809
1560,STEP_L,300,0,334,0,160,0,-34,0,820
1580,STEP_L,300,0,336,0,159,0,-36,0,831
1600,STEP_L,300,0,292,0,173,0,8,0,841
1620,STEP_L,300,0,333,0,160,0,-33,0,852
1640,STEP_L,300,0,292,0,173,0,8,0,863
1660,STEP_L,300,0,301,0,171,0,-1,0,874
1680,STEP_L,300,0,301,0,171,0,-1,0,884
1700,STEP_L,300,0,334,0,160,0,-34,0,895
1720,STEP_L,300,0,292,0,173,0,8,0,905
1740,STEP_L,300,0,301,0,171,0,-1,0,916
1760,STEP_L,300,0,290,0,174,0,10,0,927
1780,STEP_L,300,0,300,0,171,0,0,0,938
