time_ms,mode,left_target,right_target,left_mmps,right_mmps,left_pwm,right_pwm,left_error,right_error,count_diff
20,STEP_L,300,0,43,0,376,0,257,0,1
40,STEP_L,300,0,263,0,200,0,37,0,11
60,STEP_L,300,0,299,0,171,0,1,0,23
80,STEP_L,300,0,344,0,136,0,-44,0,34
100,STEP_L,300,0,293,0,176,0,7,0,44
120,STEP_L,300,0,290,0,179,0,10,0,55
140,STEP_L,300,0,300,0,171,0,0,0,65
160,STEP_L,300,0,334,0,144,0,-34,0,76
180,STEP_L,300,0,292,0,177,0,8,0,86
200,STEP_L,300,0,333,0,145,0,-33,0,97
220,STEP_L,300,0,292,0,177,0,8,0,108
240,STEP_L,300,0,301,0,171,0,-1,0,118
260,STEP_L,300,0,334,0,144,0,-34,0,129
280,STEP_L,300,0,292,0,177,0,8,0,139
300,STEP_L,300,0,333,0,145,0,-33,0,150
320,STEP_L,300,0,292,0,177,0,8,0,160
340,STEP_L,300,0,333,0,145,0,-33,0,171
360,STEP_L,300,0,292,0,177,0,8,0,182
380,STEP_L,300,0,301,0,171,0,-1,0,192
400,STEP_L,300,0,334,0,144,0,-34,0,203
420,STEP_L,300,0,292,0,177,0,8,0,213
440,STEP_L,300,0,333,0,145,0,-33,0,224
460,STEP_L,300,0,292,0,177,0,8,0,234
480,STEP_L,300,0,333,0,145,0,-33,0,245
500,STEP_L,300,0,336,0,143,0,-36,0,256
520,STEP_L,300,0,292,0,177,0,8,0,266
540,STEP_L,300,0,290,0,179,0,10,0,277
560,STEP_L,300,0,300,0,171,0,0,0,287
580,STEP_L,300,0,301,0,171,0,-1,0,298
600,STEP_L,300,0,290,0,179,0,10,0,308
620,STEP_L,300,0,333,0,145,0,-33,0,319
640,STEP_L,300,0,336,0,143,0,-36,0,330
660,STEP_L,300,0,292,0,177,0,8,0,340
680,STEP_L,300,0,333,0,145,0,-33,0,351
700,STEP_L,300,0,292,0,177,0,8,0,361
720,STEP_L,300,0,333,0,145,0,-33,0,372
740,STEP_L,300,0,292,0,177,0,8,0,383
760,STEP_L,300,0,301,0,171,0,-1,0,393
780,STEP_L,300,0,290,0,179,0,10,0,404
800,STEP_L,300,0,300,0,171,0,0,0,414
820,STEP_L,300,0,334,0,144,0,-34,0,425
840,STEP_L,300,0,292,0,177,0,8,0,436
860,STEP_L,300,0,301,0,171,0,-1,0,446
880,STEP_L,300,0,290,0,179,0,10,0,456
900,STEP_L,300,0,300,0,171,0,0,0,467
920,STEP_L,300,0,290,0,179,0,10,0,478
940,STEP_L,300,0,300,0,171,0,0,0,488
960,STEP_L,300,0,334,0,144,0,-34,0,499
980,STEP_L,300,0,292,0,177,0,8,0,509
1000,STEP_L,300,0,301,0,171,0,-1,0,520
1020,STEP_L,300,0,290,0,179,0,10,0,530
1040,STEP_L,300,0,300,0,171,0,0,0,541
1060,STEP_L,300,0,290,0,179,0,10,0,552
1080,STEP_L,300,0,300,0,171,0,0,0,562
1100,STEP_L,300,0,334,0,144,0,-34,0,573
1120,STEP_L,300,0,292,0,177,0,8,0,583
1140,STEP_L,300,0,333,0,145,0,-33,0,594
1160,STEP_L,300,0,292,0,177,0,8,0,605
1180,STEP_L,300,0,301,0,171,0,-1,0,615
1200,STEP_L,300,0,290,0,179,0,10,0,626
1220,STEP_L,300,0,300,0,171,0,0,0,636
1240,STEP_L,300,0,334,0,144,0,-34,0,647
1260,STEP_L,300,0,292,0,177,0,8,0,657
1280,STEP_L,300,0,333,0,145,0,-33,0,668
1300,STEP_L,300,0,292,0,177,0,8,0,679
1320,STEP_L,300,0,301,0,171,0,-1,0,689
1340,STEP_L,300,0,290,0,179,0,10,0,700
1360,STEP_L,300,0,300,0,171,0,0,0,710
1380,STEP_L,300,0,334,0,144,0,-34,0,721
1400,STEP_L,300,0,292,0,177,0,8,0,731
1420,STEP_L,300,0,333,0,145,0,-33,0,742
1440,STEP_L,300,0,292,0,177,0,8,0,753
1460,STEP_L,300,0,301,0,171,0,-1,0,763
1480,STEP_L,300,0,290,0,179,0,10,0,774
1500,STEP_L,300,0,300,0,171,0,0,0,784
1520,STEP_L,300,0,334,0,144,0,-34,0,795
1540,STEP_L,300,0,292,0,177,0,8,0,805
1560,STEP_L,300,0,333,0,145,0,-33,0,816
1580,STEP_L,300,0,292,0,177,0,8,0,827
1600,STEP_L,300,0,301,0,171,0,-1,0,837
1620,STEP_L,300,0,290,0,179,0,10,0,848
1640,STEP_L,300,0,300,0,171,0,0,0,858
1660,STEP_L,300,0,334,0,144,0,-34,0,869
1680,STEP_L,300,0,292,0,177,0,8,0,879
1700,STEP_L,300,0,333,0,145,0,-33,0,890
1720,STEP_L,300,0,292,0,177,0,8,0,901
1740,STEP_L,300,0,301,0,171,0,-1,0,911
1760,STEP_L,300,0,290,0,179,0,10,0,922
1780,STEP_L,300,0,300,0,171,0,0,0,932
1800,STEP_L,300,0,334,0,144,0,-34,0,943
1820,STEP_L,300,0,292,0,177,0,8,0,953
1840,STEP_L,300,0,333,0,145,0,-33,0,964
1860,STEP_L,300,0,292,0,177,0,8,0,975
1880,STEP_L,300,0,301,0,171,0,-1,0,985
1900,STEP_L,300,0,290,0,179,0,10,0,996
1920,STEP_L,300,0,300,0,171,0,0,0,1006
1940,STEP_L,300,0,334,0,144,0,-34,0,1017
1960,STEP_L,300,0,292,0,177,0,8,0,1027
1980,STEP_L,300,0,333,0,145,0,-33,0,1038
2000,STEP_L,300,0,292,0,177,0,8,0,1049
2020,STEP_L,300,0,301,0,171,0,-1,0,1059
2040,STEP_L,300,0,290,0,179,0,10,0,1070
2060,STEP_L,300,0,300,0,171,0,0,0,1080
2080,STEP_L,300,0,334,0,144,0,-34,0,1091
2100,STEP_L,300,0,292,0,177,0,8,0,1101
2120,STEP_L,300,0,333,0,145,0,-33,0,1112
2140,STEP_L,300,0,292,0,177,0,8,0,1123
2160,STEP_L,300,0,301,0,171,0,-1,0,1133
2180,STEP_L,300,0,290,0,179,0,10,0,1144
2200,STEP_L,300,0,300,0,171,0,0,0,1154
2220,STEP_L,300,0,334,0,144,0,-34,0,1165
2240,STEP_L,300,0,292,0,177,0,8,0,1175
2260,STEP_L,300,0,301,0,171,0,-1,0,1186
2280,STEP_L,300,0,290,0,179,0,10,0,1196
2300,STEP_L,300,0,300,0,171,0,0,0,1207
2320,STEP_L,300,0,290,0,179,0,10,0,1218
2340,STEP_L,300,0,300,0,171,0,0,0,1228
2360,STEP_L,300,0,334,0,144,0,-34,0,1239
2380,STEP_L,300,0,292,0,177,0,8,0,1249
2400,STEP_L,300,0,301,0,171,0,-1,0,1260
2420,STEP_L,300,0,290,0,179,0,10,0,1270
2440,STEP_L,300,0,300,0,171,0,0,0,1281
2460,STEP_L,300,0,290,0,179,0,10,0,1292
2480,STEP_L,300,0,300,0,171,0,0,0,1302
