time_ms,valid,cx,cy,error_x,error_y,area,command_x_rpm,command_y_rpm,frame_ms
90942,1,212,99,-28,-61,36960,0.0,0.0,130
91045,1,212,97,-28,-63,37180,0.0,0.0,22
91149,1,211,97,-29,-63,37180,0.0,0.0,19
91254,1,212,98,-28,-62,37180,0.0,0.0,20
91366,1,212,99,-28,-61,37400,0.0,0.0,27
91481,1,240,98,0,-62,38896,0.0,0.0,16
91587,1,248,99,8,-61,39559,0.0,0.0,18
91698,1,248,98,8,-62,39738,0.0,0.0,42
91847,1,248,98,8,-62,39780,0.0,0.0,29
91964,1,238,97,-2,-63,38940,0.0,0.0,14
92067,1,217,97,-23,-63,37449,0.0,0.0,17
92182,1,215,97,-25,-63,37620,0.0,0.0,16
92289,1,215,97,-25,-63,37180,0.0,0.0,18
92399,1,216,97,-24,-63,37620,0.0,0.0,42
92530,1,216,97,-24,-63,37620,0.0,0.0,33
92638,1,216,97,-24,-63,37620,5.13,0.0,18
92750,1,239,98,-1,-62,38940,1.0,0.0,30
92864,1,244,97,4,-63,39338,-1.12,0.0,31
92967,1,242,97,2,-63,39338,-1.0,0.0,25
93078,1,242,97,2,-63,39338,0.0,0.0,16
93181,1,242,97,2,-63,39338,0.0,0.0,18
93297,1,243,97,3,-63,39338,-1.0,0.0,48
93399,1,239,97,-1,-63,38896,7.74,0.0,33
93500,1,272,96,32,-64,42075,5.21,0.0,17
93615,1,295,94,55,-66,31878,-0.99,0.0,26
93797,1,294,93,54,-67,32039,-10.26,0.0,23
93930,1,211,97,-29,-63,37400,1.1,0.0,33
94037,1,217,97,-23,-63,37449,3.21,0.0,18
94139,1,231,97,-9,-63,38500,1.14,0.0,18
94263,1,238,97,-2,-63,38940,-7.79,0.0,20
94363,1,222,97,-18,-63,37668,-7.59,0.0,33
94463,1,192,96,-48,-64,36080,-3.17,0.0,35
94563,1,180,95,-60,-65,35802,10.55,0.0,18
94663,1,200,97,-40,-63,25594,9.01,0.0,18
94765,1,238,98,-2,-62,38720,1.0,0.0,20
94875,1,246,97,6,-63,39780,-1.0,0.0,18
94988,1,244,97,4,-63,39559,-1.0,0.0,19
95097,1,240,97,0,-63,39338,0.0,0.0,33
95210,1,238,98,-2,-62,39117,0.0,0.0,33
95329,1,237,98,-3,-62,38720,0.0,0.0,33
95431,1,237,98,-3,-62,38940,0.0,0.0,13
95533,1,237,97,-3,-63,39117,0.0,0.0,14
95662,1,238,98,-2,-62,38896,0.0,0.0,33
95763,1,237,97,-3,-63,39117,0.0,0.0,14
95864,1,237,97,-3,-63,39117,8.32,0.0,21
96005,1,238,98,-2,-62,38896,8.32,0.0,18
96132,1,300,95,60,-65,32238,0.35,0.0,33
96237,1,301,93,61,-67,32600,-12.0,0.0,19
96354,1,239,97,-1,-63,38763,-1.8,0.0,22
96463,1,227,96,-13,-64,38280,2.71,0.0,18
96596,1,238,97,-2,-63,38940,1.0,0.0,32
96697,1,244,97,4,-63,39600,-1.0,0.0,18
96797,1,243,97,3,-63,39559,-8.93,0.0,20
96929,1,213,96,-27,-64,37011,-4.57,0.0,17
97029,1,189,95,-51,-65,36023,1.05,0.0,33
97129,1,191,96,-49,-64,36080,11.88,0.0,33
97229,1,243,98,3,-62,39160,2.29,0.0,18
97347,1,261,96,21,-64,40809,-4.33,0.0,22
97463,1,243,97,3,-63,39380,-2.01,0.0,33
97578,1,234,97,-6,-63,38500,1.29,0.0,21
97684,1,236,97,-4,-63,38720,1.0,0.0,21
97797,1,239,98,-1,-62,38940,0.0,0.0,15
97928,1,240,97,0,-63,39117,0.0,0.0,44
98035,1,240,97,0,-63,38896,0.0,0.0,23
98141,1,240,97,0,-63,39117,0.0,0.0,19
98295,1,240,97,0,-63,39117,0.0,0.0,13
98395,1,240,97,0,-63,39117,0.0,0.0,16
98496,1,242,98,2,-62,39338,8.0,0.0,20
98628,1,286,95,46,-65,30968,0.65,0.0,32
98728,1,290,95,50,-65,31164,-12.0,0.0,19
98828,1,248,97,8,-63,39380,-4.7,0.0,21
98930,1,225,97,-15,-63,38060,3.37,0.0,18
99061,1,236,97,-4,-63,38675,1.62,0.0,18
99162,1,243,97,3,-63,39338,0.0,0.0,30
99294,1,243,97,3,-63,39559,0.0,0.0,33
99394,1,244,97,4,-63,39338,-8.85,0.0,34
99496,1,216,96,-24,-64,37230,-6.84,0.0,34
99612,1,190,95,-50,-65,36244,12.0,0.0,28
99727,1,236,96,-4,-64,38720,4.12,0.0,20
99827,1,255,97,15,-63,28841,-3.55,0.0,17
99927,1,248,97,8,-63,39559,-2.16,0.0,19
100061,1,237,97,-3,-63,38940,0.0,0.0,14
100161,1,237,97,-3,-63,38940,0.0,0.0,33
100261,1,237,97,-3,-63,38940,0.0,0.0,32
100379,1,237,97,-3,-63,38940,1.0,0.0,33
100518,1,238,97,-2,-63,39117,0.0,0.0,17
100627,1,239,97,-1,-63,39117,0.0,0.0,15
100727,1,239,98,-1,-62,38940,0.0,0.0,33
100827,1,239,98,-1,-62,38940,0.0,0.0,15
100927,1,239,98,-1,-62,38940,0.0,0.0,14
101031,1,239,98,-1,-62,27594,8.2,0.0,22
101160,1,249,98,9,-62,39600,8.03,0.0,36
101260,1,283,96,43,-64,43166,1.62,0.0,36
101365,1,288,95,48,-65,31360,-12.0,0.0,17
101494,1,247,98,7,-62,28268,-5.89,0.0,17
101627,1,218,97,-22,-63,37668,4.99,0.0,36
101731,1,239,97,-1,-63,39117,1.13,0.0,14
101860,1,242,97,2,-63,39338,0.0,0.0,34
101960,1,243,97,3,-63,39338,-8.79,0.0,35
102060,1,223,96,-17,-64,37668,-6.56,0.0,18
102168,1,197,95,-43,-65,36465,2.27,0.0,18
